benchmark_id,source_dataset,source_split,source_example_id,import_mode,use_role,question_ru,question_en_original,reasoning_type,hop_count,expected_cardinality,is_answerable,gold_qids,formal_query
ext_rubq2_dev_001009,RuBQ_2.0,dev,1009,direct_ru,direct_ru_candidate,В каком виде спорта используется сицилианская защита?,In what sport is the Sicilian defense used?,multi_hop,2.0,1,True,Q718,SELECT ?answer WHERE { wd:Q188566 wdt:P31 [ wdt:P641 ?answer ]. }
ext_rubq2_dev_001011,RuBQ_2.0,dev,1011,direct_ru,direct_ru_candidate,Какая террористическая организация похитила и убила премьер-министра Италии Альдо Моро?,What terrorist organization kidnapped and killed Italian Prime Minister Aldo Moro?,multi_hop,2.0,1,True,Q194019,SELECT ?answer WHERE { wd:Q171834 wdt:P509 [ wdt:P710 ?answer ]. }
ext_rubq2_dev_001014,RuBQ_2.0,dev,1014,direct_ru,direct_ru_candidate,"В какой город нужно отправиться, чтобы увидеть «Сикстинскую Мадонну» Рафаэля?","Which city should I go to to see Raphael's ""Sistine Madonna""?",multi_hop,2.0,1,True,Q1731,SELECT ?answer WHERE { wd:Q328079 wdt:P276 [ wdt:P131 ?answer ]. }
ext_rubq2_dev_001017,RuBQ_2.0,dev,1017,direct_ru,direct_ru_candidate,Какой танец исполняют под мелодию «Кумпарситы»?,"What is the dance performed to the tune of ""La Cumparsita""?",multi_hop,2.0,1,True,Q338450,SELECT ?answer WHERE { wd:Q765883 wdt:P136 [ wdt:P144 ?answer ]. }
ext_rubq2_dev_001028,RuBQ_2.0,dev,1028,direct_ru,direct_ru_candidate,В каком административном регионе находится город Ливорно?,What administrative region is the city of Livorno located in?,multi_hop,2.0,1,True,Q1273,SELECT ?answer WHERE { wd:Q6761 wdt:P131 [ wdt:P131 ?answer ]. }
ext_rubq2_dev_001033,RuBQ_2.0,dev,1033,direct_ru,direct_ru_candidate,"Кто автор пьесы, сюжет которой лёг в основу оперы Дж. Пуччини «Турандот»?","Who is the author of the play, the plot of which formed the basis of the Opera by J. Puccini's ""Turandot""?",multi_hop,2.0,1,True,Q263270,SELECT ?answer WHERE { wd:Q207990 wdt:P144 [ wdt:P50 ?answer ]. }
ext_rubq2_dev_001034,RuBQ_2.0,dev,1034,direct_ru,direct_ru_candidate,В какой стране закончил свою жизнь великий русский шахматист Александр Алехин?,In which country did the great Russian chess player Alexander Alekhine end his life?,multi_hop,2.0,1,True,Q45,SELECT ?answer WHERE { wd:Q131374 wdt:P20 [ wdt:P17 ?answer ]. }
ext_rubq2_dev_001042,RuBQ_2.0,dev,1042,direct_ru,direct_ru_candidate,"Какой драматург, который был старше Чарли Чаплина всего на полгода, стал последним тестем великого комика?","Which playwright, who was only six months older than Charlie Chaplin, became the last father-in-law of the great comedian?",multi_hop,2.0,1,True,Q93157,SELECT ?answer WHERE { wd:Q882 wdt:P26 [ wdt:P22 ?answer ]. }
ext_rubq2_dev_001044,RuBQ_2.0,dev,1044,direct_ru,direct_ru_candidate,"К какой династии до замужества принадлежала королева Марго, героиня романа А. Дюма?","What dynasty did Queen Margot, the heroine of the novel by A. Dumas, belong to before her marriage?",multi_hop,2.0,1,True,Q182135,SELECT ?answer WHERE { wd:Q2020094 wdt:P674 [ wdt:P53 ?answer ]. }
ext_rubq2_dev_001050,RuBQ_2.0,dev,1050,direct_ru,direct_ru_candidate,Ветви какой королевской династии правят в Дании и Норвегии?,Branches of the Royal dynasty which ruled in Denmark and Norway?,multi_hop,2.0,2,True,"Q155616, Q3065853",SELECT ?answer WHERE { wd:Q35 wdt:P35 [ wdt:P53 ?answer ]. }
ext_rubq2_dev_002027,RuBQ_2.0,dev,2027,direct_ru,direct_ru_candidate,Что создал выходец из России Давид Сарнов?,"What did David sarnov, a native of Russia, create?","single_hop, reverse_relation",1.0,3,True,"Q13974, Q218038, Q267282",SELECT ?answer WHERE { ?answer wdt:P112 wd:Q360106 . }
ext_rubq2_dev_002034,RuBQ_2.0,dev,2034,direct_ru,direct_ru_candidate,Кто был первым лауреатом Нобелевской премии по физике?,Who was the first winner of the Nobel prize in physics?,"ranking, qualifier_constraint",,1,True,Q35149,SELECT ?answer WHERE { wd:Q38104 p:P1346 [ps:P1346 ?answer; pq:P585 ?year] } ORDER BY ASC(?year) LIMIT 1
ext_rubq2_dev_002036,RuBQ_2.0,dev,2036,direct_ru,direct_ru_candidate,Где родилась певица Шакира?,The birthplace of the singer Shakira?,multi_hop,2.0,1,True,Q739,SELECT ?answer WHERE { wd:Q34424 wdt:P19 [wdt:P17 ?answer ] }
ext_rubq2_dev_002044,RuBQ_2.0,dev,2044,direct_ru,direct_ru_candidate,Какая страна участвовала в вооруженном конфликте 1982 года с Великобританией из за Фолклендских островов?,Which country participated in the 1982 armed conflict with great Britain over the Falkland Islands?,"negation_or_exclusion, single_hop",1.0,1,True,Q414,SELECT ?answer WHERE { wd:Q48249 wdt:P710 ?answer . FILTER (?answer not in (wd:Q145)) }
ext_rubq2_dev_002046,RuBQ_2.0,dev,2046,direct_ru,direct_ru_candidate,Чьё произведение легло в основу гимна футбольной Лиги чемпионов?,Whose work formed the basis of the Champions League football anthem?,multi_hop,2.0,1,True,Q7302,SELECT ?answer WHERE { wd:Q1453101 wdt:P144 [ wdt:P86 ?answer ] }
ext_rubq2_dev_002048,RuBQ_2.0,dev,2048,direct_ru,direct_ru_candidate,Что входит в состав любого органического вещества?,What is included in the composition of any organic matter?,multi_hop,2.0,1,True,Q623,SELECT ?answer WHERE { wd:Q174211 wdt:P279 [ wdt:P527 ?answer ] }
ext_rubq2_dev_002080,RuBQ_2.0,dev,2080,direct_ru,direct_ru_candidate,"Кто исполнил роль агента Кея в к/ф ""Люди в черном""?","Who played the role of agent Kay in K / f ""Men in black""?",qualifier_constraint,,1,True,Q170587,SELECT ?answer WHERE { wd:Q51416 p:P161 [ ps:P161 ?answer; pq:P453 wd:Q2071077 ] }
ext_rubq2_dev_002089,RuBQ_2.0,dev,2089,direct_ru,direct_ru_candidate,"С какой страной Бразилия ""делит"" водопад Игуасу?","Which country does Brazil ""share"" the Iguazu waterfall with?","negation_or_exclusion, single_hop",1.0,1,True,Q414,SELECT ?answer WHERE { wd:Q36332 wdt:P17 ?answer FILTER (?answer not in ( wd:Q155 )) }
ext_rubq2_dev_002091,RuBQ_2.0,dev,2091,direct_ru,direct_ru_candidate,Кто был сыном бога солнца Гелиоса и океаниды Климены?,Who was the son of the sun God Helios and the oceanid Clymena?,multi_constraint,,1,True,Q203480,SELECT ?answer WHERE { wd:Q134270 wdt:P40 ?answer . wd:Q836792 wdt:P40 ?answer . ?answer wdt:P21 wd:Q6581097 }
ext_rubq2_dev_002108,RuBQ_2.0,dev,2108,direct_ru,direct_ru_candidate,Кто был сыном горгоны Медузы?,Who was the son of the Gorgon Medusa?,multi_constraint,,2,True,"Q162797, Q320660",SELECT ?answer WHERE { wd:Q160730 wdt:P40 ?answer . VALUES ?male { wd:Q6581097 wd:Q44148 } ?answer wdt:P21 ?male }
ext_rubq2_dev_002109,RuBQ_2.0,dev,2109,direct_ru,direct_ru_candidate,Кто сыграл Тосю Кислицыну в фильме «Девчата»?,"Who played Tosya Kislitsyna in the movie ""Girls""?",qualifier_constraint,,1,True,Q2997148,SELECT ?answer WHERE { wd:Q2373306 p:P161 [ ps:P161 ?answer; pq:P453 wd:Q28664853 ] }
ext_rubq2_dev_002120,RuBQ_2.0,dev,2120,direct_ru,direct_ru_candidate,"Как называется исторический период, разделяющий Средневековье и новейшее время?",What is the name of the historical period that separates the middle Ages and modern times?,"reverse_relation, multi_constraint",,1,True,Q3281534,SELECT ?answer WHERE { ?answer wdt:P156 wd:Q186075 . ?answer wdt:P155 wd:Q12554 }
ext_rubq2_dev_002121,RuBQ_2.0,dev,2121,direct_ru,direct_ru_candidate,Какая группа снялась в фильме Ричарда Лестера «Вечер трудного дня»?,"Which group starred in Richard Lester's""hard day's night""?",multi_constraint,,1,True,Q1299,SELECT ?answer WHERE { wd:Q913311 wdt:P161 ?answer . ?answer wdt:P31/wdt:P279* wd:Q215380 }
ext_rubq2_dev_002122,RuBQ_2.0,dev,2122,direct_ru,direct_ru_candidate,Кто в 2016 году стал обладателем Нобелевской премии по литературе?,Who won the 2016 Nobel prize in literature?,qualifier_constraint,,1,True,Q392,"SELECT ?answer WHERE { wd:Q37922 p:P1346 [ ps:P1346 ?answer; pq:P585 ""2016-01-01T00:00:00+00:00""^^xsd:dateTime ] }"
ext_rubq2_dev_003001,RuBQ_2.0,dev,3001,direct_ru,direct_ru_candidate,Кто был соавтором С. В. Михалкова в написании текста гимна Советского Союза?,Who was S. V. Mikhalkov's co-author in writing the text of the anthem of the Soviet Union?,"negation_or_exclusion, single_hop",1.0,1,True,Q453447,SELECT ?answer WHERE { wd:Q251918 wdt:P676 ?answer . FILTER (?answer not in ( wd:Q208116 )) }
ext_rubq2_dev_003037,RuBQ_2.0,dev,3037,direct_ru,direct_ru_candidate,"Какой советский космический корабль в 1975 году пристыковался к американскому ""Аполлону""?",Which Soviet spacecraft docked with the American Apollo in 1975?,multi_constraint,,1,True,Q1724109,SELECT ?answer WHERE { wd:Q208759 wdt:P1876 ?answer . ?answer wdt:P17 wd:Q15180 }
ext_rubq2_dev_003049,RuBQ_2.0,dev,3049,direct_ru,direct_ru_candidate,"Какой металл, кроме меди, присутствует в мельхиоровой посуде?","What metal, other than copper, is present in Melchior ware?","negation_or_exclusion, single_hop",1.0,3,True,"Q677, Q744, Q758",SELECT ?answer WHERE { wd:Q3742035 wdt:P527 ?answer . FILTER (?answer not in ( wd:Q753 )) }
ext_rubq2_dev_003052,RuBQ_2.0,dev,3052,direct_ru,direct_ru_candidate,К какой группе инструментов относится старинный русский музыкальный инструмент гудок?,Which group of instruments does the old Russian musical instrument hooter belong to?,multi_constraint,,2,True,"Q1051772, Q1798603",SELECT ?answer WHERE { wd:Q854664 wdt:P31/wdt:P279* ?answer . ?answer wdt:P31 wd:Q1254773 }
ext_rubq2_dev_003085,RuBQ_2.0,dev,3085,direct_ru,direct_ru_candidate,Какой класс животных называют рептилиями?,What class of animals are called reptiles?,"reverse_relation, single_hop",1.0,1,True,Q10811,"SELECT ?answer WHERE { ?answer skos:altLabel ""рептилии""@ru }"
ext_rubq2_dev_003125,RuBQ_2.0,dev,3125,direct_ru,direct_ru_candidate,Как звали персонажа Киану Ривза в трилогии «Матрица»?,What was the name of the character Keanu Reeves in the Matrix trilogy?,"multi_constraint, qualifier_answer",,1,True,Q247120,SELECT ?answer WHERE { wd:Q83495 p:P161 [ps:P161 wd:Q43416; pq:P453 ?answer] . }
ext_rubq2_dev_003130,RuBQ_2.0,dev,3130,direct_ru,direct_ru_candidate,Какая актриса была замужем за Люком Бессоном?,Which actress was married to Luc Besson?,"reverse_relation, multi_constraint",,3,True,"Q170576, Q201985, Q565692",SELECT ?answer WHERE { ?answer p:P26/ps:P26 wd:Q484779 . ?answer wdt:P106* wd:Q33999 }
ext_rubq2_dev_003137,RuBQ_2.0,dev,3137,direct_ru,direct_ru_candidate,К какой системе органов у многоклеточных организмов относятся гонопоры?,What organ system do gonopores belong to in multicellular organisms?,multi_constraint,,1,True,Q20645683,SELECT ?answer WHERE { wd:Q4620674 wdt:P361 ?answer . ?answer wdt:P279 wd:Q188193 }
ext_rubq2_dev_004003,RuBQ_2.0,dev,4003,direct_ru,direct_ru_candidate,Сколько спутников у Марса?,How many moons does Mars have?,"count, single_hop",1.0,1,True,,SELECT (COUNT(?sats) as ?answer) WHERE { wd:Q111 wdt:P398 ?sats. }
ext_rubq2_dev_004008,RuBQ_2.0,dev,4008,direct_ru,direct_ru_candidate,В каком году родился Иммануил Кант?,In what year was Immanuel Kant born?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q9312 wdt:P569 ?date . BIND (YEAR(?date) as ?answer) . }
ext_rubq2_dev_004010,RuBQ_2.0,dev,4010,direct_ru,direct_ru_candidate,Кто старше Гарри Поттер или Рон Уизли?,Who is older than Harry Potter or Ron Weasley?,"ranking, multi_constraint",,1,True,Q173998,SELECT ?answer WHERE { VALUES ?answer { wd:Q3244512 wd:Q173998 } ?answer wdt:P569 ?date . } ORDER BY ASC(?date) LIMIT 1
ext_rubq2_dev_004012,RuBQ_2.0,dev,4012,direct_ru,direct_ru_candidate,Какая самая крупнейшая пустыня в мире?,What is the largest desert in the world?,"ranking, reverse_relation, multi_constraint",,1,True,Q25322,SELECT ?answer WHERE { ?answer p:P2046/psn:P2046/wikibase:quantityAmount ?sq . ?answer wdt:P31 wd:Q8514 . } ORDER BY DESC(?sq) LIMIT 1
ext_rubq2_dev_006669,RuBQ_2.0,dev,6669,direct_ru,direct_ru_candidate,В каком году изобретен велосипед?,In what year was the Bicycle invented?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q11442 wdt:P575 ?date . BIND (YEAR(?date) AS ?answer) . }
ext_rubq2_dev_006671,RuBQ_2.0,dev,6671,direct_ru,direct_ru_candidate,В каком году основан Ижевск?,In what year was Izhevsk founded?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q5426 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer) . }
ext_rubq2_dev_006673,RuBQ_2.0,dev,6673,direct_ru,direct_ru_candidate,В каком году родился Сталин?,In what year was Stalin born?,multi_constraint,,2,True,,SELECT ?answer WHERE { wd:Q855 wdt:P569 ?date . BIND (YEAR(?date) AS ?answer) . }
ext_rubq2_dev_006721,RuBQ_2.0,dev,6721,direct_ru,direct_ru_candidate,В каком году был выпущен фильм Титаник?,In what year was the film Titanic released?,multi_constraint,,5,True,,SELECT ?answer WHERE { wd:Q44578 wdt:P577 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006722,RuBQ_2.0,dev,6722,direct_ru,direct_ru_candidate,В каком году был образован Международный олимпийский комитет?,In what year was the international Olympic Committee formed?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q40970 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006723,RuBQ_2.0,dev,6723,direct_ru,direct_ru_candidate,В каком году был образован СССР?,In what year was the USSR formed?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q15180 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006728,RuBQ_2.0,dev,6728,direct_ru,direct_ru_candidate,В каком году введена в эксплуатацию железная дорога сообщением Санкт-Петербург Москва?,In what year was the St. Petersburg-Moscow railway commissioned?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q803184 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006731,RuBQ_2.0,dev,6731,direct_ru,direct_ru_candidate,В каком году образована Новороссийская губерния?,In what year was formed the province of Novorossiya?,multi_constraint,,2,True,,SELECT ?answer WHERE { wd:Q326191 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006738,RuBQ_2.0,dev,6738,direct_ru,direct_ru_candidate,В каком году родилась Алла Пугачева?,In what year was Alla Pugacheva born?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q80510 wdt:P569 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006739,RuBQ_2.0,dev,6739,direct_ru,direct_ru_candidate,В каком году выпущен фильм Вокзал для двоих?,In what year was the film railway Station for two released?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q1965523 wdt:P577 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006742,RuBQ_2.0,dev,6742,direct_ru,direct_ru_candidate,В каком году вышел фильм Москва слезам не верит?,In what year did the film Moscow doesn't believe in tears come out?,multi_constraint,,2,True,,SELECT ?answer WHERE { wd:Q53105 wdt:P577 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006749,RuBQ_2.0,dev,6749,direct_ru,direct_ru_candidate,В каком месяце произошел развал Советского Союза?,In what month did the Soviet Union collapse?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q15180 wdt:P576 ?date . BIND (MONTH(?date) AS ?answer). }
ext_rubq2_dev_006784,RuBQ_2.0,dev,6784,direct_ru,direct_ru_candidate,В каком году был выпущен первый iphone?,In what year was the first iphone released?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q621427 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006792,RuBQ_2.0,dev,6792,direct_ru,direct_ru_candidate,В каком году был образован КГБ?,In what year was the KGB formed?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q80919 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006796,RuBQ_2.0,dev,6796,direct_ru,direct_ru_candidate,В каком году был основан Московский университет?,In what year was Moscow University founded?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q13164 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006801,RuBQ_2.0,dev,6801,direct_ru,direct_ru_candidate,В каком году был основан Ярославль?,In what year was Yaroslavl founded?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q2423 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006809,RuBQ_2.0,dev,6809,direct_ru,direct_ru_candidate,В каком году был учрежден Интерпол?,In what year was Interpol established?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q8475 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006812,RuBQ_2.0,dev,6812,direct_ru,direct_ru_candidate,В каком году был учреждён Русский театр для представления трагедий и комедий?,In what year was established by the Russian theater for presenting comedies and tragedies?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q1186567 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006815,RuBQ_2.0,dev,6815,direct_ru,direct_ru_candidate,В каком году была учреждена Нобелевская премия?,In what year was the Nobel prize established?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q47170 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006820,RuBQ_2.0,dev,6820,direct_ru,direct_ru_candidate,В каком году были учреждены зимние олимпийские игры?,In what year were the winter Olympic games established?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q82414 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006828,RuBQ_2.0,dev,6828,direct_ru,direct_ru_candidate,В каком году было образовано Федеральное казначейство РФ?,In what year was the Federal Treasury of the Russian Federation established?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q4208422 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006840,RuBQ_2.0,dev,6840,direct_ru,direct_ru_candidate,В каком году завершилась Реконкиста?,In what year did the Reconquista end?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q79791 wdt:P582 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006846,RuBQ_2.0,dev,6846,direct_ru,direct_ru_candidate,В каком году заложен Летний сад?,In what year was the Summer garden started?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q1229234 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006861,RuBQ_2.0,dev,6861,direct_ru,direct_ru_candidate,В каком году образован Европейский комитет по стандартизации CEN?,In what year was the European Committee for standardization CEN formed?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q648403 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006863,RuBQ_2.0,dev,6863,direct_ru,direct_ru_candidate,В каком году образована баскетбольная ассоциация (NBA)?,In what year was the basketball Association (NBA) formed?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q155223 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006865,RuBQ_2.0,dev,6865,direct_ru,direct_ru_candidate,В каком году образована Калининградская область?,In what year was the Kaliningrad region formed?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q1749 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006866,RuBQ_2.0,dev,6866,direct_ru,direct_ru_candidate,В каком году образована Кубанская область?,In what year was the Kuban region formed?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q1786286 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006867,RuBQ_2.0,dev,6867,direct_ru,direct_ru_candidate,В каком году образована Международная федерация гимнастики FIG?,In what year was the international gymnastics Federation FIG formed?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q379079 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006870,RuBQ_2.0,dev,6870,direct_ru,direct_ru_candidate,В каком году образовано МЧС?,In what year was the Ministry of emergency situations formed?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q2624171 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006871,RuBQ_2.0,dev,6871,direct_ru,direct_ru_candidate,В каком году окончилась Русско-японская война?,In what year did the Russo-Japanese war end?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q159950 wdt:P582 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006874,RuBQ_2.0,dev,6874,direct_ru,direct_ru_candidate,В каком году основан город Владимир?,In what year was the city of Vladimir founded?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q2684 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006875,RuBQ_2.0,dev,6875,direct_ru,direct_ru_candidate,В каком году основан Гугл?,What year was Google founded?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q95 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006877,RuBQ_2.0,dev,6877,direct_ru,direct_ru_candidate,В каком году основана компания Apple?,What year was Apple founded?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q312 wdt:P571 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006896,RuBQ_2.0,dev,6896,direct_ru,direct_ru_candidate,В каком году произошел Августовский путч?,In what year did the August putsch take place?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q221382 wdt:P580 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006898,RuBQ_2.0,dev,6898,direct_ru,direct_ru_candidate,В каком году произошел Карибский кризис?,In what year did the Caribbean crisis occur?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q128160 wdt:P580 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006909,RuBQ_2.0,dev,6909,direct_ru,direct_ru_candidate,В каком году родилась Людмила Гурченко?,What year was Lyudmila Gurchenko born?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q68537 wdt:P569 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006910,RuBQ_2.0,dev,6910,direct_ru,direct_ru_candidate,В каком году родилась Мэрилин Монро?,What year was Marilyn Monroe born?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q4616 wdt:P569 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006912,RuBQ_2.0,dev,6912,direct_ru,direct_ru_candidate,В каком году родилась Тамара Синявская?,In what year was Tamara Sinyavskaya born?,multi_constraint,,2,True,,SELECT ?answer WHERE { wd:Q3742244 wdt:P569 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006914,RuBQ_2.0,dev,6914,direct_ru,direct_ru_candidate,В каком году родился Гершвин?,What year was Gershwin born?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q123829 wdt:P569 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006916,RuBQ_2.0,dev,6916,direct_ru,direct_ru_candidate,В каком году родился Чайковский?,In what year was Tchaikovsky born?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q7315 wdt:P569 ?date . BIND (YEAR(?date) AS ?answer). }
ext_rubq2_dev_006918,RuBQ_2.0,dev,6918,direct_ru,direct_ru_candidate,В каком году вышел фильм Бриллиантовая рука?,In what year was the film the diamond hand released?,multi_constraint,,1,True,,SELECT ?answer WHERE { wd:Q1999930 wdt:P577 ?date . BIND (YEAR(?date) AS ?answer). }
