benchmark_id,source_dataset,source_split,source_example_id,import_mode,use_role,question_ru,question_en_original,reasoning_type,hop_count,expected_cardinality,is_answerable,gold_qids,formal_query
ext_mkqa_train_-2162714330037272999,MKQA,train,-2162714330037272999,template_transfer,reconstruction_candidate,кто пел what is love baby don't hurt me,who sang what is love baby don't hurt me,single_hop_or_simple_open_qa,,2,True,"Q3283144, Q156783",
ext_mkqa_train_-453804301812155714,MKQA,train,-453804301812155714,template_transfer,reconstruction_candidate,когда вышла Genie in a Bottle,when did genie in a bottle come out,temporal_or_duration,,2,True,,
ext_mkqa_train_-8306986734104822768,MKQA,train,-8306986734104822768,template_transfer,reconstruction_candidate,кто снимался в фильме bridge over the river kwai,who starred in the movie bridge over the river kwai,single_hop_or_simple_open_qa,,3,True,"Q95002, Q103894, Q26118",
ext_mkqa_train_-6706002331410751349,MKQA,train,-6706002331410751349,template_transfer,reconstruction_candidate,как называли рыцарей круглого стола,what were the names of the knights of the round table,single_hop_or_simple_open_qa,,5,True,"Q1413003, Q831462, Q728510, Q215681, Q831685",
ext_mkqa_train_-457701655463400422,MKQA,train,-457701655463400422,template_transfer,reconstruction_candidate,кто является ведущим america has talent,who is the host of america has talent,single_hop_or_simple_open_qa,,5,True,"Q162629, Q232646, Q1190974, Q231648, Q271464",
ext_mkqa_train_301001421963967136,MKQA,train,301001421963967136,template_transfer,reconstruction_candidate,кто пел песню take me to church,who sang the song take me to church,single_hop_or_simple_open_qa,,3,True,"Q16233232, Q17984574",
ext_mkqa_train_-6277239576741418047,MKQA,train,-6277239576741418047,template_transfer,reconstruction_candidate,"Какие модели участвуют в ""price is right""",who are the models on price is right,single_hop_or_simple_open_qa,,4,True,"Q1374532, Q47540948, Q6450227, Q456867",
ext_mkqa_train_-8596127252162838467,MKQA,train,-8596127252162838467,template_transfer,reconstruction_candidate,кто вёл север в гражданской войне в сша,who led the north in the civil war,single_hop_or_simple_open_qa,,3,True,"Q91, Q188936, Q34836",
ext_mkqa_train_8259032885448966485,MKQA,train,8259032885448966485,template_transfer,reconstruction_candidate,Кто является долгожителем когда-либо жившем на земле?,who was the oldest man who ever lived,temporal_or_duration,,2,True,"Q182260, Q550149",
ext_mkqa_train_-1945659492638815587,MKQA,train,-1945659492638815587,template_transfer,reconstruction_candidate,кто поет i will always love you first - Долли Партон или Уитни Хьюстон,who sang i will always love you first dolly parton or whitney houston,single_hop_or_simple_open_qa,,2,True,"Q712139, Q180453",
ext_mkqa_train_7482564272125559552,MKQA,train,7482564272125559552,template_transfer,reconstruction_candidate,как зовут первого президента америки,what is the name of the first president of america,single_hop_or_simple_open_qa,,2,True,Q23,
ext_mkqa_train_5964972862669432850,MKQA,train,5964972862669432850,template_transfer,reconstruction_candidate,Актеры из фильма Угнать за 60 секунд,actors in the movie gone in 60 seconds,single_hop_or_simple_open_qa,,6,True,"Q13909, Q1320560, Q314673, Q224081, Q42869, Q171736",
ext_mkqa_train_-4520518974328570390,MKQA,train,-4520518974328570390,template_transfer,reconstruction_candidate,сколько сезонов у Шоу Косби,how many seasons are there of the cosby show,count,,2,True,,
ext_mkqa_train_3801710522919104634,MKQA,train,3801710522919104634,template_transfer,reconstruction_candidate,кто капитан сборной Вест-Индии по крикету,who is the captain of west indies in cricket,single_hop_or_simple_open_qa,,2,True,"Q6162716, Q18684975",
ext_mkqa_train_8988692123340208594,MKQA,train,8988692123340208594,template_transfer,reconstruction_candidate,кто играл tj в head of the class,who played tj on head of the class,single_hop_or_simple_open_qa,,2,True,"Q298838, Q13218387",
ext_mkqa_train_4657503226949391435,MKQA,train,4657503226949391435,template_transfer,reconstruction_candidate,актерский состав сериала 100 шагов успеть до старших классов,100 things to do before high school cast,temporal_or_duration,,3,True,"Q3246451, Q20830731, Q21505799",
ext_mkqa_train_6364152146572596871,MKQA,train,6364152146572596871,template_transfer,reconstruction_candidate,кто сражался в Америке во время революции,who did america fight in the revolutionary war,single_hop_or_simple_open_qa,,2,True,"Q23666, Q749109",
ext_mkqa_train_-425194203213713887,MKQA,train,-425194203213713887,template_transfer,reconstruction_candidate,когда Bennie And The Jets вышла,when did bennie and the jets come out,temporal_or_duration,,2,True,,
ext_mkqa_train_-5298983925744557273,MKQA,train,-5298983925744557273,template_transfer,reconstruction_candidate,когда в последний раз у сша не было внешнего долга,when was the last time the united states was out of debt,"negation_or_exclusion, comparison_or_superlative, temporal_or_duration",,1,True,,
ext_mkqa_train_510396804139041628,MKQA,train,510396804139041628,template_transfer,reconstruction_candidate,кто пел песню you're my everything,who sang the song you're my everything,single_hop_or_simple_open_qa,,2,True,"Q1833753, Q846373",
ext_mkqa_train_9057981874059120549,MKQA,train,9057981874059120549,template_transfer,reconstruction_candidate,Команды никогда не выигрывавшие мировую серию,teams that have never won a world series,negation_or_exclusion,,5,True,"Q466586, Q388858, Q721134, Q848103, Q650865",
ext_mkqa_train_-6968798727542233826,MKQA,train,-6968798727542233826,template_transfer,reconstruction_candidate,кто играл в супер кубке в этом году,who played in this year's super bowl,temporal_or_duration,,2,True,"Q337377, Q193390",
ext_mkqa_train_2339056845781789296,MKQA,train,2339056845781789296,template_transfer,reconstruction_candidate,где находится самый длинный мост в сша,where is the longest bridge in the united states located,comparison_or_superlative,,3,True,"Q1331750, Q1132510, Q1588",
ext_mkqa_train_-675453680088961188,MKQA,train,-675453680088961188,template_transfer,reconstruction_candidate,откуда происходит фамилия Гусман,where does the last name guzman originate from,single_hop_or_simple_open_qa,,2,True,"Q29, Q9580",
ext_mkqa_train_1864485624333626098,MKQA,train,1864485624333626098,template_transfer,reconstruction_candidate,Кто самый богатый когда-либо живущий человек,who is the richest person to ever live,"comparison_or_superlative, temporal_or_duration",,1,True,Q309333,
ext_mkqa_train_-827840489801273691,MKQA,train,-827840489801273691,template_transfer,reconstruction_candidate,где в нью-форке расположена таймс сквер,where is times square located in new york city,single_hop_or_simple_open_qa,,6,True,"Q30, Q60, Q1384, Q11299, Q49, Q11249",
ext_mkqa_train_1766192034715360563,MKQA,train,1766192034715360563,template_transfer,reconstruction_candidate,кто написал песню you were always on my mind,who wrote the song you were always on my mind,single_hop_or_simple_open_qa,,3,True,"Q2553024, Q259192, Q19560875",
ext_mkqa_train_-1764596049499680409,MKQA,train,-1764596049499680409,template_transfer,reconstruction_candidate,когда была первая мировая война,where did the first world war take place,"comparison_or_superlative, temporal_or_duration",,1,True,,
ext_mkqa_train_2867190626209874551,MKQA,train,2867190626209874551,template_transfer,reconstruction_candidate,Из чего состоит американский флаг,what is the american flag made out of,single_hop_or_simple_open_qa,,2,True,"Q177941, Q11457",
ext_mkqa_train_-3761811889800271547,MKQA,train,-3761811889800271547,template_transfer,reconstruction_candidate,кто поет come together right now over me,who sings come together right now over me,single_hop_or_simple_open_qa,,3,True,"Q1299, Q281133, Q126826",
ext_mkqa_train_-949712490000915278,MKQA,train,-949712490000915278,template_transfer,reconstruction_candidate,кто главный актер в сериале стрела,who is the main actor in the show arrow,single_hop_or_simple_open_qa,,5,True,"Q229908, Q1706191, Q616960, Q5372060, Q234512",
ext_mkqa_train_-6640923355673864596,MKQA,train,-6640923355673864596,template_transfer,reconstruction_candidate,кто пел песню i can see clearly now,who sang the song i can see clearly now,single_hop_or_simple_open_qa,,5,True,"Q544387, Q109063, Q49735, Q550436, Q1631187",
ext_mkqa_train_-3602763637708772362,MKQA,train,-3602763637708772362,template_transfer,reconstruction_candidate,сколько серий во втором сезоне my hero academia,how many episodes are in season two of my hero academia,count,,2,True,,
ext_mkqa_train_-441765036440607174,MKQA,train,-441765036440607174,template_transfer,reconstruction_candidate,где проводится игра зала славы,where is the hall of fame game played,single_hop_or_simple_open_qa,,4,True,"Q30, Q1397, Q49, Q5438734",
ext_mkqa_train_2980582357251931690,MKQA,train,2980582357251931690,template_transfer,reconstruction_candidate,как добраться до clear lake айова,how do i get to clear lake iowa,temporal_or_duration,,2,False,,
ext_mkqa_train_3491713538125151545,MKQA,train,3491713538125151545,template_transfer,reconstruction_candidate,кто выигрывал мировые серии за последние пять лет,who won the world series the last five years,comparison_or_superlative,,5,True,"Q848117, Q246782, Q308966, Q744530, Q213959",
ext_mkqa_train_-5492241717638719376,MKQA,train,-5492241717638719376,template_transfer,reconstruction_candidate,кто имеет наибольшее количество хитов кантри,who has the most number one country hits,"comparison_or_superlative, count",,1,True,Q366584,
ext_mkqa_train_2972778292233187574,MKQA,train,2972778292233187574,template_transfer,reconstruction_candidate,где сняли телешоу очень странные дела,where is the tv show stranger things filmed,single_hop_or_simple_open_qa,,2,True,"Q23556, Q1428",
ext_mkqa_train_604853429212791814,MKQA,train,604853429212791814,template_transfer,reconstruction_candidate,какие команды участвуют в Atlantic Sun Conference?,what teams are in the atlantic sun conference,single_hop_or_simple_open_qa,,5,True,"Q1468607, Q5976873, Q7055353, Q6954437, Q6557022",
ext_mkqa_train_6461065212753382626,MKQA,train,6461065212753382626,template_transfer,reconstruction_candidate,где была битва при Геттисберге,where did the battle of gettysburg take place,single_hop_or_simple_open_qa,,2,True,"Q1400, Q30",
ext_mkqa_train_4702839898066253410,MKQA,train,4702839898066253410,template_transfer,reconstruction_candidate,кто попал в премьер-лигу в прошлом году,who got promoted to the premier league last year,temporal_or_duration,,3,True,"Q18662, Q18708, Q19500",
ext_mkqa_train_7043961453896452225,MKQA,train,7043961453896452225,template_transfer,reconstruction_candidate,когда вышел первый эпизод комедии Дуракам везёт,when was the first episode of only fools and horses made,"comparison_or_superlative, temporal_or_duration",,1,True,,
ext_mkqa_train_-891051588584514821,MKQA,train,-891051588584514821,template_transfer,reconstruction_candidate,когда в последний раз Надаль выиграл Уимблдон,when was the last time nadal won wimbledon,"comparison_or_superlative, temporal_or_duration",,1,True,,
ext_mkqa_train_-8043595926647748487,MKQA,train,-8043595926647748487,template_transfer,reconstruction_candidate,когда вышел чарли и шоколадная фабрика,when did charlie and the chocolate factory come out,"temporal_or_duration, set_intersection_or_multi_constraint",,1,True,,
ext_mkqa_train_-2761991981832466183,MKQA,train,-2761991981832466183,template_transfer,reconstruction_candidate,где расположен зал славы гольфа,where is the golf hall of fame located,single_hop_or_simple_open_qa,,3,True,"Q30, Q812, Q49",
ext_mkqa_train_-3005673978471679451,MKQA,train,-3005673978471679451,template_transfer,reconstruction_candidate,"Когда состоялась премьера ""Красавицы и Чудовища"" на Бродвее",when did beauty and the beast open on broadway,"temporal_or_duration, set_intersection_or_multi_constraint",,1,True,,
ext_mkqa_train_-1865341688150735283,MKQA,train,-1865341688150735283,template_transfer,reconstruction_candidate,Как называются части фильма Матрица?,what are the names of the matrix movies,single_hop_or_simple_open_qa,,5,True,"Q1210827, Q189600, Q83495, Q207536, Q12125299",
ext_mkqa_train_-610232584691505899,MKQA,train,-610232584691505899,template_transfer,reconstruction_candidate,каким было последнее извержение вулкана в США,what was the last volcanic eruption in the united states,comparison_or_superlative,,2,True,,
ext_mkqa_train_5377124952027756432,MKQA,train,5377124952027756432,template_transfer,reconstruction_candidate,кто первый бейсмен в Yankees,who is the first baseman for the yankees,comparison_or_superlative,,4,True,"Q30658688, Q16234441, Q633736, Q64940821",
ext_mkqa_train_5868551717756388710,MKQA,train,5868551717756388710,template_transfer,reconstruction_candidate,кто написал take it to the limit от eagles,who wrote take it to the limit by the eagles,single_hop_or_simple_open_qa,,3,True,"Q472051, Q316454, Q1356665",
ext_mkqa_train_-8126641414493403425,MKQA,train,-8126641414493403425,template_transfer,reconstruction_candidate,"Когда в последний раз шел дождь в Лиме, Перу",when was the last time it rained in lima peru,"comparison_or_superlative, temporal_or_duration",,1,False,,
ext_mkqa_train_-2483846273134722603,MKQA,train,-2483846273134722603,template_transfer,reconstruction_candidate,где сняли телешоу кухня,where is the tv show the kitchen filmed,single_hop_or_simple_open_qa,,2,True,"Q30, Q60",
ext_mkqa_train_5690381869447232848,MKQA,train,5690381869447232848,template_transfer,reconstruction_candidate,кто пел песню jim dandy to the rescue,who sang the song jim dandy to the rescue,single_hop_or_simple_open_qa,,2,True,"Q463184, Q118966",
ext_mkqa_train_-7975357350988442808,MKQA,train,-7975357350988442808,template_transfer,reconstruction_candidate,где находится самый большой магазин в мире,where is the biggest store in the world,comparison_or_superlative,,3,True,"Q884, Q16520, Q48",
ext_mkqa_train_-3467315659569774319,MKQA,train,-3467315659569774319,template_transfer,reconstruction_candidate,кто самый высокооплачиваемый игрок в млб,who is the highest paid mlb baseball player,comparison_or_superlative,,2,True,"Q3090378, Q558664",
ext_mkqa_train_-2851184813717250426,MKQA,train,-2851184813717250426,template_transfer,reconstruction_candidate,самый первый ресторан фаст фуда в мире,what was the very first fast food restaurant,comparison_or_superlative,,2,True,"Q38076, Q1244034",
ext_mkqa_train_-6432845632246153563,MKQA,train,-6432845632246153563,template_transfer,reconstruction_candidate,кто играет Уилла Хортона в Дни нашей жизни,who plays will horton on days of our lives,single_hop_or_simple_open_qa,,4,True,"Q3122207, Q983828, Q5112404, Q1708823",
ext_mkqa_train_2636854670992768357,MKQA,train,2636854670992768357,template_transfer,reconstruction_candidate,кто сенаторы штата калифорния,who are the senators from the state of california,single_hop_or_simple_open_qa,,2,True,"Q230733, Q10853588",
ext_mkqa_train_9124220649895286940,MKQA,train,9124220649895286940,template_transfer,reconstruction_candidate,когда снят первый сезон очень странных дел,when was season one of stranger things filmed,"comparison_or_superlative, temporal_or_duration",,1,True,,
ext_mkqa_train_455280402041562957,MKQA,train,455280402041562957,template_transfer,reconstruction_candidate,когда в последний раз янки выигрывали Мировую серию,when was the last time the yankees won a world series,"comparison_or_superlative, temporal_or_duration",,1,True,,
ext_mkqa_train_-3803589111083218090,MKQA,train,-3803589111083218090,template_transfer,reconstruction_candidate,"кто снимался в День, когда Земля остановилась",who starred in the day the earth stood still,temporal_or_duration,,5,True,"Q1929042, Q191027, Q4912632, Q1334264, Q719247",
ext_mkqa_train_-5467568048068622040,MKQA,train,-5467568048068622040,template_transfer,reconstruction_candidate,что за воздушная база находится рядом с пенсакотой флорида,what air force base is near pensacola florida,single_hop_or_simple_open_qa,,2,True,"Q321162, Q1298115",
ext_mkqa_train_-7599429664438262222,MKQA,train,-7599429664438262222,template_transfer,reconstruction_candidate,"Когда появилась сказка ""Красавице и Чудовище""",when did the story beauty and the beast come out,"temporal_or_duration, set_intersection_or_multi_constraint",,1,True,,
ext_mkqa_train_4755918619759157563,MKQA,train,4755918619759157563,template_transfer,reconstruction_candidate,кто актеры в фильме РЭД,who are the actors in the movie red,single_hop_or_simple_open_qa,,5,True,"Q229957, Q48337, Q349391, Q2680, Q172261",
ext_mkqa_train_2289551215702424818,MKQA,train,2289551215702424818,template_transfer,reconstruction_candidate,когда ливерпуль в последний раз выигрывал в премьер лиге,when did liverpool last win the premier league,"comparison_or_superlative, temporal_or_duration",,2,True,,
ext_mkqa_train_6202026021432820071,MKQA,train,6202026021432820071,template_transfer,reconstruction_candidate,"когда в последний раз ""Атланта Брэйвз"" выиграл Мировую серию?",when was the last time the atlanta braves won the world series,"comparison_or_superlative, temporal_or_duration",,2,True,,
ext_mkqa_train_-4823366807206658748,MKQA,train,-4823366807206658748,template_transfer,reconstruction_candidate,какие песни элтон джон написал для короля льва,what songs did elton john write for the lion king,single_hop_or_simple_open_qa,,5,True,"Q109026, Q1646614, Q858015, Q1031911, Q2257959",
ext_mkqa_train_8212763804062716879,MKQA,train,8212763804062716879,template_transfer,reconstruction_candidate,кого исключили из премьер лиги в прошлом году,who got relegated last season from the premier league,temporal_or_duration,,6,True,"Q18662, Q18744, Q18659, Q18708, Q18736, Q19473",
ext_mkqa_train_4441423473090602621,MKQA,train,4441423473090602621,template_transfer,reconstruction_candidate,кто пел when you say nothing at all,who sang when you say nothing at all,single_hop_or_simple_open_qa,,2,True,"Q311467, Q371782",
ext_mkqa_train_-1308329302003027158,MKQA,train,-1308329302003027158,template_transfer,reconstruction_candidate,где начинается и заканчивается река Колумбия,where does the columbia river start and end,set_intersection_or_multi_constraint,,7,True,"Q317292, Q30, Q1974, Q824, Q16, Q98, Q484371",
ext_mkqa_train_961960731165923057,MKQA,train,961960731165923057,template_transfer,reconstruction_candidate,кто снимался в фильме под планетой обезьян,who starred in beneath the planet of the apes,single_hop_or_simple_open_qa,,5,True,"Q80739, Q1233590, Q955219, Q59824, Q272445",
ext_mkqa_train_7821592833294225101,MKQA,train,7821592833294225101,template_transfer,reconstruction_candidate,какие четыре части парка дисней,what are the four parts of disney world,single_hop_or_simple_open_qa,,5,True,"Q1052042, Q1324340, Q3736048, Q764186, Q1345090",
ext_mkqa_train_6137034015193372829,MKQA,train,6137034015193372829,template_transfer,reconstruction_candidate,где было снято кино чувство и чувственность,where was the movie sense and sensibility filmed,set_intersection_or_multi_constraint,,2,True,"Q23156, Q5458842",
ext_mkqa_train_-7233918791576540370,MKQA,train,-7233918791576540370,template_transfer,reconstruction_candidate,кто снимается в фильме 50 оттенков серого,who is in the movie fifty shades of grey,single_hop_or_simple_open_qa,,7,True,"Q235721, Q2315802, Q976022, Q229760, Q228931, Q4280090, Q1060344",
ext_mkqa_train_4425835302062400296,MKQA,train,4425835302062400296,template_transfer,reconstruction_candidate,когда Аргентина выиграла их первый кубок мира,when did argentina win their first world cup,"comparison_or_superlative, temporal_or_duration",,1,True,,
ext_mkqa_train_-4453344556564152438,MKQA,train,-4453344556564152438,template_transfer,reconstruction_candidate,какой футбольный клуб является самым успешным в мире,who is the most successful football club in the world,single_hop_or_simple_open_qa,,2,True,"Q8682, Q223566",
ext_mkqa_train_5215569896605295887,MKQA,train,5215569896605295887,template_transfer,reconstruction_candidate,когда был снят фильм Пиф-паф ой-ой-ой,when was the movie chitty chitty bang bang made,temporal_or_duration,,2,True,,
ext_mkqa_train_-2076336102858163858,MKQA,train,-2076336102858163858,template_transfer,reconstruction_candidate,где происходят события сериала Офис,where does the show the office take place,single_hop_or_simple_open_qa,,3,True,"Q1400, Q30, Q271395",
ext_mkqa_train_-8702609405102288889,MKQA,train,-8702609405102288889,template_transfer,reconstruction_candidate,когда был снят league of their own,when was a league of their own filmed,temporal_or_duration,,2,True,,
ext_mkqa_train_-8462610305660843238,MKQA,train,-8462610305660843238,template_transfer,reconstruction_candidate,когда период свободных агентов начинается в нба,when did free agency start in the nba,temporal_or_duration,,2,True,,
ext_mkqa_train_2286724630007649324,MKQA,train,2286724630007649324,template_transfer,reconstruction_candidate,Когда началась и закончилась американская промышленная революция,when did the american industrial revolution start and end,"temporal_or_duration, set_intersection_or_multi_constraint",,1,True,,
ext_mkqa_train_-5644458293628759603,MKQA,train,-5644458293628759603,template_transfer,reconstruction_candidate,кто снимался в дневнике слабака,who played in diary of a wimpy kid,single_hop_or_simple_open_qa,,5,True,"Q267400, Q491775, Q139611, Q552896, Q1321271",
ext_mkqa_train_4569540921014077677,MKQA,train,4569540921014077677,template_transfer,reconstruction_candidate,"Какое расстояние между Атлантой, штат Джорджия и Мобил, штат Алабама",how far is it from atlanta georgia to mobile alabama,"temporal_or_duration, set_intersection_or_multi_constraint",,1,True,,
ext_mkqa_train_-2527336952687327693,MKQA,train,-2527336952687327693,template_transfer,reconstruction_candidate,"сколько миль от Уэйко, Техас до Далласа, Техас",how many miles from waco texas to dallas texas,"temporal_or_duration, count",,2,True,,
ext_mkqa_train_8630174124810045554,MKQA,train,8630174124810045554,template_transfer,reconstruction_candidate,Кто написал i can't make you love me,who wrote i can't make you love me,single_hop_or_simple_open_qa,,2,True,"Q6848529, Q4731869",
ext_mkqa_train_8153109977607713399,MKQA,train,8153109977607713399,template_transfer,reconstruction_candidate,когда в последний раз Ливерпуль выигрывал трофей,when was last time liverpool won a trophy,"comparison_or_superlative, temporal_or_duration",,1,True,,
ext_mkqa_train_3675322691680408261,MKQA,train,3675322691680408261,template_transfer,reconstruction_candidate,кто играет в Принц из Беверли-Хиллз,who stars in fresh prince of bel air,single_hop_or_simple_open_qa,,6,True,"Q240541, Q10393650, Q447691, Q284254, Q493077, Q40096",
ext_mkqa_train_8688547147381696071,MKQA,train,8688547147381696071,template_transfer,reconstruction_candidate,когда во франции последний раз пользовались гильотиной,when was the last time the guillotine was used in france,"comparison_or_superlative, temporal_or_duration",,1,True,,
ext_mkqa_train_-164842024639735870,MKQA,train,-164842024639735870,template_transfer,reconstruction_candidate,где производят wells blue bunny ice cream,where is wells blue bunny ice cream made,single_hop_or_simple_open_qa,,4,True,"Q43382, Q30, Q1546, Q49",
ext_mkqa_train_-6547079818648848567,MKQA,train,-6547079818648848567,template_transfer,reconstruction_candidate,кто пел песню abraham martin and john,who sang the song abraham martin and john,single_hop_or_simple_open_qa,,5,True,"Q1761222, Q1226921, Q189758, Q544387, Q19824784",
ext_mkqa_train_-2228183241584872203,MKQA,train,-2228183241584872203,template_transfer,reconstruction_candidate,когда вышла первая игра легенда зельды,when was the first legend of zelda game released,"comparison_or_superlative, temporal_or_duration",,1,True,,
ext_mkqa_train_8879968703848231598,MKQA,train,8879968703848231598,template_transfer,reconstruction_candidate,как называют главу мафии,what is the head of the mafia called,single_hop_or_simple_open_qa,,2,True,"Q4947495, Q1138610",
ext_mkqa_train_-8172217876204531907,MKQA,train,-8172217876204531907,template_transfer,reconstruction_candidate,сколько унций в ручке водки,how many ounces in a handle of vodka,count,,2,True,,
ext_mkqa_train_-2044275015383793706,MKQA,train,-2044275015383793706,template_transfer,reconstruction_candidate,когда в последний раз Стилерз играли в Супер Боул?,when was the last time the steelers went to the super bowl,"comparison_or_superlative, temporal_or_duration",,1,True,,
ext_mkqa_train_-6758149890875708513,MKQA,train,-6758149890875708513,template_transfer,reconstruction_candidate,кто снимался в фильме король и я,who starred in the movie the king and i,set_intersection_or_multi_constraint,,4,True,"Q230151, Q104146, Q102813, Q176028",
ext_mkqa_train_-5714870557742901515,MKQA,train,-5714870557742901515,template_transfer,reconstruction_candidate,где находятся самые точные часы в мире?,where is the worlds most accurate clock located,comparison_or_superlative,,3,True,"Q49, Q30, Q1261",
ext_mkqa_train_-916779827337808815,MKQA,train,-916779827337808815,template_transfer,reconstruction_candidate,Как зовут архангелов,what are the names of the arch angels,single_hop_or_simple_open_qa,,4,True,"Q81989, Q209378, Q45581, Q56951",
ext_mkqa_train_-4616979240711373758,MKQA,train,-4616979240711373758,template_transfer,reconstruction_candidate,кто играл волшебника страны оз в разных фильмах,what are all the wizard of oz movies,single_hop_or_simple_open_qa,,7,True,"Q3227320, Q193695, Q590216, Q1152663, Q3224176",
ext_mkqa_train_-3235099272668667971,MKQA,train,-3235099272668667971,template_transfer,reconstruction_candidate,когда моника и чендлер поженились в друзьях,when do monica and chandler get together in friends,"temporal_or_duration, set_intersection_or_multi_constraint",,1,True,,
ext_mkqa_train_7083742564821465076,MKQA,train,7083742564821465076,template_transfer,reconstruction_candidate,Когда в Лас-Вегасе построили MGM Grand,when was the mgm grand built in las vegas,temporal_or_duration,,2,True,,
ext_mkqa_train_-2119017604689021198,MKQA,train,-2119017604689021198,template_transfer,reconstruction_candidate,когда the padres выиграли мировую серию,when did the padres win the world series,temporal_or_duration,,2,True,,
ext_mkqa_train_-9014547525984148785,MKQA,train,-9014547525984148785,template_transfer,reconstruction_candidate,Когда Филадельфия Филлис выиграла Мировую серию,when did the philadelphia phillies win the world series,temporal_or_duration,,2,True,,
ext_mkqa_train_-5773353892295220775,MKQA,train,-5773353892295220775,template_transfer,reconstruction_candidate,какие имена у участников в bts,what are the names of the members in bts,single_hop_or_simple_open_qa,,6,True,"Q22583558, Q21075020, Q24276424, Q20514446, Q22338877, Q20947093",
ext_mkqa_train_-9121825300967841759,MKQA,train,-9121825300967841759,template_transfer,reconstruction_candidate,кто был первым действующим президентом соединенных штатов,who was the first actual president of the united states,single_hop_or_simple_open_qa,,3,True,Q23,
ext_mkqa_train_-7017641548306237349,MKQA,train,-7017641548306237349,template_transfer,reconstruction_candidate,Когда Великобритания вошла в Европейский союз?,when did the uk join the european union,temporal_or_duration,,2,True,,
ext_mkqa_train_-1970505664005495754,MKQA,train,-1970505664005495754,template_transfer,reconstruction_candidate,где будет проводится олимпиада в 2024 году,where are the olympics being held in 2024,temporal_or_duration,,3,True,"Q142, Q90",
ext_mkqa_train_870431404011341581,MKQA,train,870431404011341581,template_transfer,reconstruction_candidate,когда в последний раз кто-то ходил по Луне,what was the last time someone walked on the moon,"comparison_or_superlative, temporal_or_duration",,1,True,,
ext_mkqa_train_-6952216082151956596,MKQA,train,-6952216082151956596,template_transfer,reconstruction_candidate,кто судьи в america got talent,who are the judges for america got talent,single_hop_or_simple_open_qa,,5,True,"Q162629, Q232646, Q1190974, Q231648, Q271464",
ext_mkqa_train_1473472112489240672,MKQA,train,1473472112489240672,template_transfer,reconstruction_candidate,чье лицо на однодолларовой купюре,who's face is on the dollar bill,single_hop_or_simple_open_qa,,2,True,Q23,
ext_mkqa_train_5538879424517624730,MKQA,train,5538879424517624730,template_transfer,reconstruction_candidate,"кто принимал the colts, когда они играли в Суперкубке",who have the colts played in the super bowl,temporal_or_duration,,3,True,"Q219602, Q204862, Q205033",
ext_mkqa_train_8322065032603836346,MKQA,train,8322065032603836346,template_transfer,reconstruction_candidate,кто были первыми членами canned heat,who were the original members of canned heat,single_hop_or_simple_open_qa,,4,True,"Q887993, Q1607365, Q726296, Q719520",
ext_mkqa_train_-5883106845142497566,MKQA,train,-5883106845142497566,template_transfer,reconstruction_candidate,когда появились первые христианские общины в британии,when did the first christian communities appear in britain,"comparison_or_superlative, temporal_or_duration",,1,True,Q8106,
