benchmark_id,source_dataset,source_split,source_example_id,import_mode,use_role,question_ru,question_en_original,reasoning_type,hop_count,expected_cardinality,is_answerable,gold_qids,formal_query
ext_rubq2_dev_000092,RuBQ_2.0,dev,92,direct_ru,wording_donor,Кто сражался с немейским львом?,Who fought the Nemean lion?,single_hop,1.0,1,True,Q122248,SELECT ?answer WHERE { wd:Q199438 wdt:P157 ?answer }
ext_rubq2_dev_000096,RuBQ_2.0,dev,96,direct_ru,wording_donor,"Что на весь мир прославило маленькое парижское кафе ""Режанс""?","That the whole world glorified the little Paris cafe ""Regence""?",single_hop,1.0,1,True,Q718,SELECT ?answer WHERE { wd:Q1025693 wdt:P641 ?answer }
ext_rubq2_dev_000101,RuBQ_2.0,dev,101,direct_ru,wording_donor,"Кто автор ""Похождений бравого солдата Швейка""?",Who is the author of the Adventures of the brave soldier Schweik?,single_hop,1.0,1,True,Q2754,SELECT ?answer WHERE { wd:Q208622 wdt:P50 ?answer }
ext_rubq2_dev_000104,RuBQ_2.0,dev,104,direct_ru,wording_donor,"В каком государстве находится Океанографический музей Жак-Ива Кусто? ""в ...""","In which state is the Jacques-Yves Cousteau Oceanographic Museum located? ""V ...""",single_hop,1.0,1,True,Q235,SELECT ?answer WHERE { wd:Q851527 wdt:P17 ?answer }
ext_rubq2_dev_000107,RuBQ_2.0,dev,107,direct_ru,wording_donor,Где расположена Академия наук Армении,Where is the Academy of Sciences of Armenia located,single_hop,1.0,1,True,Q1953,SELECT ?answer WHERE { wd:Q2379496 wdt:P159 ?answer }
ext_rubq2_dev_000113,RuBQ_2.0,dev,113,direct_ru,direct_ru_candidate,Какая столица стоит на берегу Потамака?,What capital stands on the banks of Potalaka?,"reverse_relation, multi_constraint",,1,True,Q61,SELECT ?answer WHERE { ?answer wdt:P206 wd:Q179444 . ?answer wdt:P31 wd:Q5119 }
ext_rubq2_dev_000115,RuBQ_2.0,dev,115,direct_ru,wording_donor,Какой библейский царь живет и почитается в исламе под именем Дауд,What biblical king lives and is revered in Islam under the name of Daoud,single_hop,1.0,1,True,Q41370,SELECT ?answer WHERE { wd:Q1257863 wdt:P460 ?answer }
ext_rubq2_dev_000118,RuBQ_2.0,dev,118,direct_ru,wording_donor,Какой продукт составляет основу сырников,What product is the basis of cheesecakes,single_hop,1.0,1,True,Q259642,SELECT ?answer WHERE { wd:Q1726195 wdt:P186 ?answer }
ext_rubq2_dev_000123,RuBQ_2.0,dev,123,direct_ru,direct_ru_candidate,На каком острове жила древнегреческая поэтесса Сапфо?,On what island did the ancient Greek poet Sappho live?,multi_constraint,,1,True,Q128087,SELECT ?answer WHERE { wd:Q17892 wdt:P551 ?answer . ?answer wdt:P31 wd:Q23442 }
ext_rubq2_dev_000127,RuBQ_2.0,dev,127,direct_ru,wording_donor,Какому государству принадлежит народный парк Беловежская пуща,Which state owns the national Park Belovezhskaya Pushcha,single_hop,1.0,1,True,Q36,SELECT ?answer WHERE { wd:Q6870388 wdt:P17 ?answer }
ext_rubq2_dev_000129,RuBQ_2.0,dev,129,direct_ru,wording_donor,В какой стране город Калькутта?,In which country is the city of Calcutta?,single_hop,1.0,1,True,Q668,SELECT ?answer WHERE { wd:Q1348 wdt:P17 ?answer }
ext_rubq2_dev_000138,RuBQ_2.0,dev,138,direct_ru,wording_donor,Что скрывается за всякой фобией?,What lies behind every phobia?,single_hop,1.0,2,True,"Q44619, Q544006",SELECT ?answer WHERE { wd:Q175854 wdt:P279 ?answer }
ext_rubq2_dev_000145,RuBQ_2.0,dev,145,direct_ru,wording_donor,"Кто написал роман ""Великий Гэтсби""?",Who wrote the Great Gatsby?,single_hop,1.0,1,True,Q93354,SELECT ?answer WHERE { wd:Q214371 wdt:P50 ?answer }
ext_rubq2_dev_000154,RuBQ_2.0,dev,154,direct_ru,wording_donor,В какой стране находится крупный город Фейсалабад?,In which country is the major city of Faisalabad located?,single_hop,1.0,1,True,Q843,SELECT ?answer WHERE { wd:Q173985 wdt:P17 ?answer }
ext_rubq2_dev_000156,RuBQ_2.0,dev,156,direct_ru,wording_donor,Как звали доктора Ватсона?,What was Dr. Watson's name?,single_hop,1.0,1,True,Q4925477,SELECT ?answer WHERE { wd:Q187349 wdt:P735 ?answer }
ext_rubq2_dev_000158,RuBQ_2.0,dev,158,direct_ru,wording_donor,Как называется столица Китайской Народной Республики?,What is the name of the capital of the people's Republic of China?,single_hop,1.0,1,True,Q956,SELECT ?answer WHERE { wd:Q148 wdt:P36 ?answer }
ext_rubq2_dev_000159,RuBQ_2.0,dev,159,direct_ru,wording_donor,"Кто автор сказки ""Бременские музыканты""?","Who is the author of the fairy tale ""Bremen town musicians""?",single_hop,1.0,1,True,Q2793,SELECT ?answer WHERE { wd:Q112015 wdt:P50 ?answer }
ext_rubq2_dev_000164,RuBQ_2.0,dev,164,direct_ru,wording_donor,Кто был воспитателем Александра Македонского?,Who was the tutor of Alexander the great?,single_hop,1.0,1,True,Q868,SELECT ?answer WHERE { wd:Q8409 wdt:P1066 ?answer }
ext_rubq2_dev_000176,RuBQ_2.0,dev,176,direct_ru,wording_donor,Кто стал президентом российской федерации в 2012 году?,Who became President of the Russian Federation in 2012?,single_hop,1.0,1,True,Q7747,SELECT ?answer WHERE { wd:Q488814 wdt:P991 ?answer }
ext_rubq2_dev_000177,RuBQ_2.0,dev,177,direct_ru,wording_donor,Кто играл гарри поттера,Who played Harry Potter,single_hop,1.0,1,True,Q38119,SELECT ?answer WHERE { wd:Q3244512 wdt:P175 ?answer }
ext_rubq2_dev_000203,RuBQ_2.0,dev,203,direct_ru,wording_donor,"Кто написал поэму ""Ода к радости""?","Who wrote the poem ""Ode to joy""?",single_hop,1.0,1,True,Q22670,SELECT ?answer WHERE { wd:Q41545 wdt:P50 ?answer }
ext_rubq2_dev_000209,RuBQ_2.0,dev,209,direct_ru,wording_donor,"Кто автор бессмертной ""Похвалы Глупости""?","Who is the author of the immortal ""Praise of Stupidity""?",single_hop,1.0,1,True,Q43499,SELECT ?answer WHERE { wd:Q569869 wdt:P50 ?answer }
ext_rubq2_dev_000211,RuBQ_2.0,dev,211,direct_ru,wording_donor,Какая страна является родиной хереса?,Which country is home to sherry?,single_hop,1.0,1,True,Q29,SELECT ?answer WHERE { wd:Q16398 wdt:P17 ?answer }
ext_rubq2_dev_000215,RuBQ_2.0,dev,215,direct_ru,wording_donor,К какой династии принадлежала английская королева Елизавета I?,What dynasty did Queen Elizabeth I of England belong to?,single_hop,1.0,1,True,Q101978,SELECT ?answer WHERE { wd:Q7207 wdt:P53 ?answer }
ext_rubq2_dev_000221,RuBQ_2.0,dev,221,direct_ru,wording_donor,Какой город является столицей Удмуртской республики?,Which city is the capital of the Udmurt Republic?,single_hop,1.0,1,True,Q5426,SELECT ?answer WHERE { wd:Q5422 wdt:P36 ?answer }
ext_rubq2_dev_000222,RuBQ_2.0,dev,222,direct_ru,wording_donor,Кто придумал Бременских музыкантов?,Who invented the Bremen town musicians?,single_hop,1.0,1,True,Q2793,SELECT ?answer WHERE { wd:Q112015 wdt:P50 ?answer }
ext_rubq2_dev_000224,RuBQ_2.0,dev,224,direct_ru,wording_donor,"Что греки называли ""водяным вором"" - клепсидрой?","What did the Greeks call a ""water thief"" - a clepsydra?",single_hop,1.0,1,True,Q194173,SELECT ?answer WHERE { wd:Q30134306 wdt:P279 ?answer }
ext_rubq2_dev_000228,RuBQ_2.0,dev,228,direct_ru,wording_donor,В какой стране воевали между собой в 15 веке Алая и Белая Розы?,In which country did the scarlet and White Roses fight among themselves in the 15th century?,single_hop,1.0,1,True,Q21,SELECT ?answer WHERE { wd:Q127751 wdt:P276 ?answer }
ext_rubq2_dev_000236,RuBQ_2.0,dev,236,direct_ru,wording_donor,В каком виде спорта был неоднократным чемпионом СССР знаменитый комментатор Николай Озеров?,In what sport was the famous commentator Nikolai Ozerov a multiple champion of the USSR?,single_hop,1.0,1,True,Q847,SELECT ?answer WHERE { wd:Q4332121 wdt:P641 ?answer }
ext_rubq2_dev_000242,RuBQ_2.0,dev,242,direct_ru,wording_donor,Какая богиня в римской мифологии соответствует греческой Деметре?,Which goddess in Roman mythology corresponds to the Greek Demeter?,single_hop,1.0,1,True,Q32102,SELECT ?answer WHERE { wd:Q40730 wdt:P460 ?answer }
ext_rubq2_dev_000243,RuBQ_2.0,dev,243,direct_ru,wording_donor,В какой прыжковой дисциплине выступал олимпийский чемпион Виктор Санеев?,In any jumping discipline was made by the Olympic champion Victor Saneev?,single_hop,1.0,1,True,Q187204,SELECT ?answer WHERE { wd:Q299463 wdt:P2416 ?answer }
ext_rubq2_dev_000247,RuBQ_2.0,dev,247,direct_ru,direct_ru_candidate,В каком регионе России находится город Майкоп?,In what region of Russia is the city of Maykop located?,multi_constraint,,1,True,Q3734,SELECT ?answer WHERE { wd:Q3752 wdt:P131+ ?answer . ?answer wdt:P31/wdt:P279* wd:Q43263 }
ext_rubq2_dev_000251,RuBQ_2.0,dev,251,direct_ru,wording_donor,Какому композитору принадлежит заслуга разработке додекафонии (12-тоновая техника)?,Which composer is credited with developing the dodecaphony (12-tone technique)?,single_hop,1.0,1,True,Q154770,SELECT ?answer WHERE { wd:Q221686 wdt:P61 ?answer }
ext_rubq2_dev_000256,RuBQ_2.0,dev,256,direct_ru,wording_donor,"Что, с точки зрения астронома, представляют собой Плеяды?","What, from the astronomer's point of view, are the Pleiades?",single_hop,1.0,3,True,"Q9262, Q11387, Q2154519",SELECT ?answer WHERE { wd:Q13423 wdt:P31 ?answer }
ext_rubq2_dev_000258,RuBQ_2.0,dev,258,direct_ru,wording_donor,"Какая автомобильная компания прикупила автозаводы чешской ""Шкоды""?",Which car company bought the Czech Skoda car factories?,single_hop,1.0,1,True,Q156578,SELECT ?answer WHERE { wd:Q29637 wdt:P749 ?answer }
ext_rubq2_dev_000260,RuBQ_2.0,dev,260,direct_ru,wording_donor,Какой роман прославил имя Маргарет Митчелл?,What novel glorified the name of Margaret Mitchell?,single_hop,1.0,1,True,Q2870,SELECT ?answer WHERE { wd:Q173540 wdt:P800 ?answer }
ext_rubq2_dev_000261,RuBQ_2.0,dev,261,direct_ru,wording_donor,В какой стране проводились 1-вые зимние Олимпийские игры?,Which country hosted the 1st winter Olympic games?,single_hop,1.0,1,True,Q142,SELECT ?answer WHERE { wd:Q9583 wdt:P17 ?answer }
ext_rubq2_dev_000262,RuBQ_2.0,dev,262,direct_ru,wording_donor,Как раньше назывался Стамбул?,What was Istanbul called before?,single_hop,1.0,1,True,Q16869,SELECT ?answer WHERE { wd:Q406 wdt:P155 ?answer }
ext_rubq2_dev_000277,RuBQ_2.0,dev,277,direct_ru,wording_donor,В каком городе находится Малахов курган?,What city is Malakhov Kurgan located in?,single_hop,1.0,1,True,Q7525,SELECT ?answer WHERE { wd:Q586204 wdt:P276 ?answer }
ext_rubq2_dev_000279,RuBQ_2.0,dev,279,direct_ru,wording_donor,В какой стране находится историческая Родина графа Дракулы - Трансильвания?,What country is the historical birthplace of count Dracula - Transylvania?,single_hop,1.0,1,True,Q218,SELECT ?answer WHERE { wd:Q39473 wdt:P17 ?answer }
ext_rubq2_dev_000280,RuBQ_2.0,dev,280,direct_ru,wording_donor,Какой язык является официальным в Австралии?,What is the official language in Australia?,single_hop,1.0,1,True,Q1860,SELECT ?answer WHERE { wd:Q408 wdt:P37 ?answer }
ext_rubq2_dev_000281,RuBQ_2.0,dev,281,direct_ru,wording_donor,Какой город является административным центром американского штата Арканзас?,Which city is the administrative center of the U.S. state of Arkansas?,single_hop,1.0,1,True,Q33405,SELECT ?answer WHERE { wd:Q1612 wdt:P36 ?answer }
ext_rubq2_dev_000286,RuBQ_2.0,dev,286,direct_ru,wording_donor,"Кем была Лайка — первая собака, отправленная в космос?",Who was Laika — the first dog sent into space?,single_hop,1.0,4,True,"Q144, Q38945, Q327132, Q3663093",SELECT ?answer WHERE { wd:Q53662 wdt:P31 ?answer }
ext_rubq2_dev_000287,RuBQ_2.0,dev,287,direct_ru,direct_ru_candidate,В каком канадском хоккейном клубе играл Алексей Поникаровский?,What canadian hockey club did Alexey ponikarovsky play for?,multi_constraint,,1,True,Q203384,SELECT ?answer WHERE { wd:Q739781 wdt:P54 ?answer . ?answer wdt:P17 wd:Q16 }
ext_rubq2_dev_000289,RuBQ_2.0,dev,289,direct_ru,wording_donor,Как теперь называется Порт-Артур?,As it is now called Port Arthur?,single_hop,1.0,1,True,Q623329,SELECT ?answer WHERE { wd:Q11085373 wdt:P1366 ?answer }
ext_rubq2_dev_000295,RuBQ_2.0,dev,295,direct_ru,wording_donor,Какой певческий голос у Дмитрия Хворостовского?,What is the singing voice of Dmitri Hvorostovsky?,single_hop,1.0,1,True,Q31687,SELECT ?answer WHERE { wd:Q333201 wdt:P412 ?answer }
ext_rubq2_dev_000304,RuBQ_2.0,dev,304,direct_ru,wording_donor,Какой обьект исследует американский космический аппарат «Оппортьюнити»?,What object is the American opportunity spacecraft exploring?,single_hop,1.0,1,True,Q111,SELECT ?answer WHERE { wd:Q193538 wdt:P376 ?answer }
ext_rubq2_dev_000306,RuBQ_2.0,dev,306,direct_ru,wording_donor,"Кто снял кинофильмы про ""неуловимых мстителей""?","Who made movies about ""the elusive Avengers""?",single_hop,1.0,1,True,Q1971498,SELECT ?answer WHERE { wd:Q1976473 wdt:P57 ?answer }
ext_rubq2_dev_000310,RuBQ_2.0,dev,310,direct_ru,wording_donor,В каком из городов СССР была пущена первая в мире атомная электростанция?,In which of the cities of the USSR was launched the world's first nuclear power plant?,single_hop,1.0,1,True,Q175651,SELECT ?answer WHERE { wd:Q1739453 wdt:P276 ?answer }
ext_rubq2_dev_000311,RuBQ_2.0,dev,311,direct_ru,wording_donor,"Кто написал роман ""Призрак оперы""?","Who wrote the novel ""The phantom of the Opera""?",single_hop,1.0,1,True,Q298827,SELECT ?answer WHERE { wd:Q272506 wdt:P50 ?answer }
ext_rubq2_dev_000324,RuBQ_2.0,dev,324,direct_ru,wording_donor,Внутри какой страны находится республика Сан-Марино?,What country is the Republic of San Marino located in?,single_hop,1.0,1,True,Q38,SELECT ?answer WHERE { wd:Q238 wdt:P501 ?answer }
ext_rubq2_dev_000326,RuBQ_2.0,dev,326,direct_ru,direct_ru_candidate,В каком из городов находится штаб-квартира НАТО?,Which city is the headquarters of NATO?,multi_constraint,,1,True,Q239,SELECT ?answer WHERE { wd:Q12800833 wdt:P131* ?answer . ?answer wdt:P31 wd:Q515 }
ext_rubq2_dev_000327,RuBQ_2.0,dev,327,direct_ru,wording_donor,В каком городе установлена копия московского памятника Минину и Пожарскому?,In which city is a copy of the Moscow monument to Minin and Pozharsky installed?,single_hop,1.0,1,True,Q891,SELECT ?answer WHERE { wd:Q18407331 wdt:P131 ?answer }
ext_rubq2_dev_000330,RuBQ_2.0,dev,330,direct_ru,wording_donor,В каком виде спорта первую для России олимпийскую медаль выиграла в 2010 году Екатерина Илюхина?,In which sport did Ekaterina Ilyukhina win Russia's first Olympic medal in 2010?,single_hop,1.0,1,True,Q178131,SELECT ?answer WHERE { wd:Q2153574 wdt:P641 ?answer }
ext_rubq2_dev_000331,RuBQ_2.0,dev,331,direct_ru,wording_donor,В какой стране однопалатный парламент называется стортинг?,The country in which the unicameral Parliament is called the Storting?,single_hop,1.0,1,True,Q20,SELECT ?answer WHERE { wd:Q109016 wdt:P17 ?answer }
ext_rubq2_dev_000334,RuBQ_2.0,dev,334,direct_ru,wording_donor,Сыном какой страны был великий педагог И. Г. Песталоцци?,What country's son was the great teacher I. G. Pestalozzi?,single_hop,1.0,1,True,Q39,SELECT ?answer WHERE { wd:Q105428 wdt:P27 ?answer }
ext_rubq2_dev_000335,RuBQ_2.0,dev,335,direct_ru,wording_donor,"Где действовала подпольная организация ""Молодая гвардия""?",Where did the Young guard underground organization operate?,single_hop,1.0,1,True,Q158053,SELECT ?answer WHERE { wd:Q2625643 wdt:P159 ?answer }
ext_rubq2_dev_000339,RuBQ_2.0,dev,339,direct_ru,wording_donor,В каком архитектурном стиле построено здание Большого театра в Москве?,What is the architectural style of the Bolshoi theatre building in Moscow?,single_hop,1.0,1,True,Q170292,SELECT ?answer WHERE { wd:Q55657993 wdt:P149 ?answer }
ext_rubq2_dev_000343,RuBQ_2.0,dev,343,direct_ru,wording_donor,Кто из пиратов плавал на корабле «Золотая лань»?,"Which of the pirates sailed on the ship ""Golden DOE""?",single_hop,1.0,1,True,Q36517,SELECT ?answer WHERE { wd:Q546198 wdt:P88 ?answer }
ext_rubq2_dev_000344,RuBQ_2.0,dev,344,direct_ru,wording_donor,"Как звали дочь Иродиады, танец которой вынудил Ирода отдать приказ обезглавить Иоанна Крестителя?","What was the name of the daughter of Herodias, whose dance forced Herod to order the beheading of John the Baptist?",single_hop,1.0,1,True,Q228896,SELECT ?answer WHERE { wd:Q230091 wdt:P40 ?answer }
ext_rubq2_dev_000357,RuBQ_2.0,dev,357,direct_ru,wording_donor,"В каком городе России установлен памятник «Белому Биму», сеттеру, герою книги Гавриила Троепольского «Белый Бим – черное ухо»?","In which city of Russia is a monument to ""White BIM"", a setter, the hero of the book by Gabriel Troepolsky ""White BIM – black ear""?",single_hop,1.0,1,True,Q3426,SELECT ?answer WHERE { wd:Q4343081 wdt:P276 ?answer }
ext_rubq2_dev_000358,RuBQ_2.0,dev,358,direct_ru,wording_donor,"Кто из рок-музыкантов выступал под псевдонимом ""Зигги - звезная пыль""?","Who of the rock musicians performed under the pseudonym ""ziggy-star dust""?",single_hop,1.0,1,True,Q5383,SELECT ?answer WHERE { wd:Q2465713 wdt:P170 ?answer }
ext_rubq2_dev_000361,RuBQ_2.0,dev,361,direct_ru,wording_donor,Какой город является столицей Лесото?,Which city is the capital of Lesotho?,single_hop,1.0,1,True,Q3909,SELECT ?answer WHERE { wd:Q1013 wdt:P36 ?answer }
ext_rubq2_dev_000365,RuBQ_2.0,dev,365,direct_ru,wording_donor,Какой архитектор был автором проекта Храма Христа Спасителя?,Which architect was the author of the project of the Cathedral of Christ the Saviour?,single_hop,1.0,1,True,Q76368,SELECT ?answer WHERE { wd:Q194474 wdt:P84 ?answer }
ext_rubq2_dev_000373,RuBQ_2.0,dev,373,direct_ru,wording_donor,Откуда вытекает река Нева?,Where does the Neva river flow from?,single_hop,1.0,1,True,Q15288,SELECT ?answer WHERE { wd:Q645 wdt:P885 ?answer }
ext_rubq2_dev_000388,RuBQ_2.0,dev,388,direct_ru,wording_donor,как звали собаку билла клинтона,what was the name of bill Clinton's dog,single_hop,1.0,1,True,Q1060353,SELECT ?answer WHERE { wd:Q1124 wdt:P1429 ?answer }
ext_rubq2_dev_000393,RuBQ_2.0,dev,393,direct_ru,wording_donor,"Кем был американец Джозеф Глидден, получивший в 1874 году патент на изобретение колючей проволоки?","Who was the American Joseph Glidden, who received a patent for the invention of barbed wire in 1874?",single_hop,1.0,3,True,"Q43845, Q131512, Q205375",SELECT ?answer WHERE { wd:Q719630 wdt:P106 ?answer }
ext_rubq2_dev_000395,RuBQ_2.0,dev,395,direct_ru,direct_ru_candidate,Какой стиль сменила эпоха Возрождения?,What style did the Renaissance change?,multi_constraint,,1,True,Q46825,SELECT ?answer WHERE { wd:Q4692 wdt:P155 ?answer . ?answer wdt:P31 wd:Q1792644 }
ext_rubq2_dev_000405,RuBQ_2.0,dev,405,direct_ru,wording_donor,Где находится мост Александра III?,Where is the Alexander III bridge?,single_hop,1.0,1,True,Q90,SELECT ?answer WHERE { wd:Q390418 wdt:P276 ?answer }
ext_rubq2_dev_000408,RuBQ_2.0,dev,408,direct_ru,wording_donor,В какой стране находится стадион «Маракана»?,What country is the Maracana stadium located in?,single_hop,1.0,1,True,Q155,SELECT ?answer WHERE { wd:Q155174 wdt:P17 ?answer }
ext_rubq2_dev_000413,RuBQ_2.0,dev,413,direct_ru,wording_donor,Кто написал роман «Триумфальная арка»?,"Who wrote the novel ""arc de Triomphe""?",single_hop,1.0,1,True,Q47293,SELECT ?answer WHERE { wd:Q464921 wdt:P50 ?answer }
ext_rubq2_dev_000415,RuBQ_2.0,dev,415,direct_ru,wording_donor,Кто написал картину «Черный квадрат»?,Who painted The black square?,single_hop,1.0,1,True,Q130777,SELECT ?answer WHERE { wd:Q1170315 wdt:P170 ?answer }
ext_rubq2_dev_000419,RuBQ_2.0,dev,419,direct_ru,wording_donor,Кто написал картину «Сикстинская Мадонна»?,Who painted the Sistine Madonna?,single_hop,1.0,1,True,Q5597,SELECT ?answer WHERE { wd:Q328079 wdt:P170 ?answer }
ext_rubq2_dev_000422,RuBQ_2.0,dev,422,direct_ru,wording_donor,В каком городе Бразилии родился Пеле?,What city in Brazil was Pele born in?,single_hop,1.0,1,True,Q1439211,SELECT ?answer WHERE { wd:Q12897 wdt:P19 ?answer }
ext_rubq2_dev_000423,RuBQ_2.0,dev,423,direct_ru,wording_donor,"На каком стадионе, 1 июля в Киеве, прошёл финальный матч чемпионата Европы по футболу 2012 года?",Which stadium hosted the final match of the 2012 European football championship on July 1 in Kiev?,single_hop,1.0,1,True,Q183529,SELECT ?answer WHERE { wd:Q308607 wdt:P276 ?answer }
ext_rubq2_dev_000425,RuBQ_2.0,dev,425,direct_ru,wording_donor,"В каком городе проводился фестиваль ""Рок над Волгой""?","In which city was the ""Rock over the Volga"" festival held?",single_hop,1.0,1,True,Q894,SELECT ?answer WHERE { wd:Q4396828 wdt:P276 ?answer }
ext_rubq2_dev_000431,RuBQ_2.0,dev,431,direct_ru,wording_donor,Как зовут дочь основательницы Кондиды Когтевран?,What is the name of the daughter of the founder of Candida Ravenclaw?,single_hop,1.0,1,True,Q5893672,SELECT ?answer WHERE { wd:Q2674728 wdt:P40 ?answer }
ext_rubq2_dev_000435,RuBQ_2.0,dev,435,direct_ru,wording_donor,Кто написал повесть «Джон Ячменное Зерно»?,"Who wrote the story ""John Barleycorn""?",single_hop,1.0,1,True,Q45765,SELECT ?answer WHERE { wd:Q3180997 wdt:P50 ?answer }
