benchmark_id,source_dataset,source_split,source_example_id,import_mode,use_role,question_ru,question_en_original,reasoning_type,hop_count,expected_cardinality,is_answerable,gold_qids,formal_query
ext_mkqa_train_846466415522403319,MKQA,train,846466415522403319,paraphrase_transfer,wording_donor,когда майкл джордан был отобран в нба,when was michael jordan drafted to the nba,temporal_or_duration,,1,True,,
ext_mkqa_train_-8241537849833386136,MKQA,train,-8241537849833386136,paraphrase_transfer,wording_donor,насколько длинный средний вагон грузового поезда,how long is the average freight train car,single_hop_or_simple_open_qa,,1,True,,
ext_mkqa_train_-6991508190482400297,MKQA,train,-6991508190482400297,paraphrase_transfer,wording_donor,где будет проводится кубок мира,where is the world cup going to be held,single_hop_or_simple_open_qa,,1,True,Q846,
ext_mkqa_train_3505472521987583469,MKQA,train,3505472521987583469,paraphrase_transfer,wording_donor,"каковы имена персонажей из сериала ""Твинисы""",what are the names of the tweenies characters,single_hop_or_simple_open_qa,,5,True,Q55615419,
ext_mkqa_train_3054373585607347258,MKQA,train,3054373585607347258,paraphrase_transfer,wording_donor,"Кто играет роль Черной Пантеры в фильме ""Чёрная Пантера""?",who plays black panther in the movie black panther,single_hop_or_simple_open_qa,,1,True,Q5066520,
ext_mkqa_train_-8048076596333046562,MKQA,train,-8048076596333046562,paraphrase_transfer,wording_donor,кто был человеком который создал слайм,who was the first person who made slime,single_hop_or_simple_open_qa,,1,False,,
ext_mkqa_train_-3156311054855292528,MKQA,train,-3156311054855292528,paraphrase_transfer,wording_donor,Какой номер канала у CW на directv,what channel number is the cw on directv,single_hop_or_simple_open_qa,,1,True,,
ext_mkqa_train_5726816357053440874,MKQA,train,5726816357053440874,paraphrase_transfer,wording_donor,когда заканчивается amazing world of gumball,when does the amazing world of gumball end,temporal_or_duration,,1,True,,
ext_mkqa_train_-7038357099440704798,MKQA,train,-7038357099440704798,paraphrase_transfer,wording_donor,как назывется активный ингредиент во всех дезинфицирующих средствах для рук одобренных fda,what is the active ingredient in all fda approved hand sanitizers,single_hop_or_simple_open_qa,,1,True,Q153,
ext_mkqa_train_-7946914703140878316,MKQA,train,-7946914703140878316,paraphrase_transfer,wording_donor,джоан джетт порази меня своим лучшим выстрелом,joan jett hit me with your best shot,single_hop_or_simple_open_qa,,1,False,,
ext_mkqa_train_-6912591881241757083,MKQA,train,-6912591881241757083,paraphrase_transfer,wording_donor,кто поет lord it's hard to be humble,who sings lord it's hard to be humble,single_hop_or_simple_open_qa,,1,True,Q910761,
ext_mkqa_train_6016187989170734632,MKQA,train,6016187989170734632,paraphrase_transfer,wording_donor,как отсюда добраться до шоссе 85,how do i get to highway 85 from here,temporal_or_duration,,1,False,,
ext_mkqa_train_-4040598618830130431,MKQA,train,-4040598618830130431,paraphrase_transfer,wording_donor,какие флаги имеют Символ объединения,what flags have the union jack in them,single_hop_or_simple_open_qa,,1,True,,
ext_mkqa_train_7760804701483913902,MKQA,train,7760804701483913902,paraphrase_transfer,wording_donor,когда выходит фильм жажда скорости,when did need for speed the movie come out,temporal_or_duration,,1,True,,
ext_mkqa_train_-2310612763144978658,MKQA,train,-2310612763144978658,paraphrase_transfer,wording_donor,кто сыграл белоснежку в однажды в сказке,who played snow white in once upon a time,single_hop_or_simple_open_qa,,1,True,Q109522,
ext_mkqa_train_8315712509516447932,MKQA,train,8315712509516447932,paraphrase_transfer,wording_donor,кто написал песню i know you rider,who wrote the song i know you rider,single_hop_or_simple_open_qa,,1,False,,
ext_mkqa_train_3709269594158692309,MKQA,train,3709269594158692309,paraphrase_transfer,wording_donor,сколько раз австралия выиграла кубок мира по крикету,how many times has australia won the cricket world cup,count,,1,True,,
ext_mkqa_train_3699573018209589701,MKQA,train,3699573018209589701,paraphrase_transfer,wording_donor,как называется шторм в атлантическом океане,what's the name of the storm in the atlantic,single_hop_or_simple_open_qa,,1,False,,
ext_mkqa_train_-6300616333349284423,MKQA,train,-6300616333349284423,paraphrase_transfer,wording_donor,как называется колледж в фильме зверинец,what is the name of the college in animal house,single_hop_or_simple_open_qa,,1,True,,
ext_mkqa_train_-3205628534025138068,MKQA,train,-3205628534025138068,paraphrase_transfer,wording_donor,где проводился первый кубок мира по крикету,when was the first cricket world cup held,comparison_or_superlative,,1,True,,
ext_mkqa_train_3258790656468982687,MKQA,train,3258790656468982687,paraphrase_transfer,wording_donor,кто играет Бэйли в фильме Собачья жизнь,who plays bailey in a dog's purpose,single_hop_or_simple_open_qa,,1,False,,
ext_mkqa_train_-1085928132280576267,MKQA,train,-1085928132280576267,paraphrase_transfer,wording_donor,кто является богом подземного мира в греческой мифологии,who is the god of the underworld in greek mythology,single_hop_or_simple_open_qa,,1,True,Q41410,
ext_mkqa_train_7207146533356144547,MKQA,train,7207146533356144547,paraphrase_transfer,wording_donor,когда вышел don't smile at me,when did don't smile at me come out,temporal_or_duration,,1,True,,
ext_mkqa_train_5942430598032585685,MKQA,train,5942430598032585685,paraphrase_transfer,wording_donor,кто играл Шарлин Дарлинг в шоу Энди Гриффита,who played charlene darling on the andy griffith show,single_hop_or_simple_open_qa,,1,True,Q6730297,
ext_mkqa_train_7741387357303652822,MKQA,train,7741387357303652822,paraphrase_transfer,wording_donor,какое самое большое озеро в новой зеландии,what is the largest lake in new zealand,comparison_or_superlative,,1,True,Q199903,
ext_mkqa_train_-8894955479283915262,MKQA,train,-8894955479283915262,paraphrase_transfer,wording_donor,кто автор долгого пути,who is the author of a long way gone,single_hop_or_simple_open_qa,,1,True,Q1074614,
ext_mkqa_train_981159256080272274,MKQA,train,981159256080272274,paraphrase_transfer,wording_donor,когда США покинули вьетнамскую войну,when did the us leave the vietnam war,temporal_or_duration,,1,True,,
ext_mkqa_train_1446143713199658242,MKQA,train,1446143713199658242,paraphrase_transfer,wording_donor,кого играла Харли Квинн в отряде самоубийц,who played harley quinn in the suicide squad,single_hop_or_simple_open_qa,,1,True,Q1924847,
ext_mkqa_train_-4713313337556490939,MKQA,train,-4713313337556490939,paraphrase_transfer,wording_donor,какова численность населения штата Мэн,what is the population of the state of maine,single_hop_or_simple_open_qa,,1,True,,
ext_mkqa_train_-8822259047965110671,MKQA,train,-8822259047965110671,paraphrase_transfer,wording_donor,доставь меня в аэропорт шарлотты северная каролина,take me to the charlotte north carolina airport,single_hop_or_simple_open_qa,,1,False,,
ext_mkqa_train_-7095020480652815697,MKQA,train,-7095020480652815697,paraphrase_transfer,wording_donor,Кто играет Питера Квилла в Стражах Галактики?,who played peter quill in guardians of the galaxy,single_hop_or_simple_open_qa,,1,True,Q503706,
ext_mkqa_train_1617928488861000814,MKQA,train,1617928488861000814,paraphrase_transfer,wording_donor,Когда был выпущен Samsung Galaxy s6 Edge,when was the samsung galaxy s6 edge released,temporal_or_duration,,1,True,,
ext_mkqa_train_2681609281350554164,MKQA,train,2681609281350554164,paraphrase_transfer,wording_donor,"Кто поет песню ""Someone That I Used to Know""?",who sings someone that i used to know,single_hop_or_simple_open_qa,,1,True,Q489643,
ext_mkqa_train_-8186399298848017637,MKQA,train,-8186399298848017637,paraphrase_transfer,wording_donor,сколько галлонов в бочке виски,how many gallons are in a whiskey barrel,count,,1,True,,
ext_mkqa_train_4683798436554413780,MKQA,train,4683798436554413780,paraphrase_transfer,wording_donor,как далеко это отсюда до города Оклахома,how far is it from here to oklahoma city,temporal_or_duration,,1,False,,
ext_mkqa_train_3604949713638862993,MKQA,train,3604949713638862993,paraphrase_transfer,wording_donor,кто пел песню i love the nightlife,who sang the song i love the nightlife,single_hop_or_simple_open_qa,,1,True,Q457580,
ext_mkqa_train_8663315281958969051,MKQA,train,8663315281958969051,paraphrase_transfer,wording_donor,кто известен как орлеанская дева,who was known as the maid of orleans,single_hop_or_simple_open_qa,,1,True,Q7226,
ext_mkqa_train_-5408188992455330093,MKQA,train,-5408188992455330093,paraphrase_transfer,wording_donor,кто первым пробежал милю за четыре минуты,who ran the first sub four minute mile,single_hop_or_simple_open_qa,,1,True,Q319351,
ext_mkqa_train_5471476600672282563,MKQA,train,5471476600672282563,paraphrase_transfer,wording_donor,кто пел i've got spurs that jingle jangle jingle,who sang i've got spurs that jingle jangle jingle,single_hop_or_simple_open_qa,,1,True,Q342723,
ext_mkqa_train_3679225107990950505,MKQA,train,3679225107990950505,paraphrase_transfer,wording_donor,Какая битва была первой в Войне во Вьетнаме?,what was the first battle in the vietnam war,single_hop_or_simple_open_qa,,1,True,Q714749,
ext_mkqa_train_6259083847054593855,MKQA,train,6259083847054593855,paraphrase_transfer,wording_donor,кто является главным хирургом США,who is the current surgeon general of the united states,single_hop_or_simple_open_qa,,1,True,Q31213302,
ext_mkqa_train_-1883507824814220497,MKQA,train,-1883507824814220497,paraphrase_transfer,wording_donor,кто играл рейчел в оригинальном Бегущий по лезвию,who played rachel in the original blade runner,single_hop_or_simple_open_qa,,1,True,Q230736,
ext_mkqa_train_2788150498848569248,MKQA,train,2788150498848569248,paraphrase_transfer,wording_donor,кто придумал День отца,who came up with the idea of father's day,single_hop_or_simple_open_qa,,1,True,Q7562229,
ext_mkqa_train_-7742663736036460672,MKQA,train,-7742663736036460672,paraphrase_transfer,wording_donor,кто поёт песню please don't go,who sings the song please don't go,single_hop_or_simple_open_qa,,1,True,Q1130581,
ext_mkqa_train_-7713338342633469012,MKQA,train,-7713338342633469012,paraphrase_transfer,wording_donor,кто держит рекорд по самому большому числу rushing yards за одну игру,who holds the record for most rushing yards in a game,single_hop_or_simple_open_qa,,1,True,Q373983,
ext_mkqa_train_-361906807922274081,MKQA,train,-361906807922274081,paraphrase_transfer,wording_donor,изображение Саманты из sex and the city,pictures of samantha from sex and the city,single_hop_or_simple_open_qa,,1,False,,
ext_mkqa_train_-2828296681548756782,MKQA,train,-2828296681548756782,paraphrase_transfer,wording_donor,у кого больше всего подписчиков на youtube в мире,who is the most subscribed youtuber in the world,comparison_or_superlative,,1,True,Q7667850,
ext_mkqa_train_8874324811832738126,MKQA,train,8874324811832738126,paraphrase_transfer,wording_donor,бьет ли фул хаус стрит в покере,does full house beat a straight in poker,single_hop_or_simple_open_qa,,1,True,,
ext_mkqa_train_-6056894076536993060,MKQA,train,-6056894076536993060,paraphrase_transfer,wording_donor,какая радиостанция у the pittsburgh pirates,what radio station are the pittsburgh pirates on,single_hop_or_simple_open_qa,,1,True,Q15230024,
ext_mkqa_train_-8682312582598949174,MKQA,train,-8682312582598949174,paraphrase_transfer,wording_donor,кто тренер the toronto raptors,who is the coach for the toronto raptors,single_hop_or_simple_open_qa,,1,True,Q3339779,
ext_mkqa_train_5599669105153346278,MKQA,train,5599669105153346278,paraphrase_transfer,wording_donor,Какой актер играет Джона Вика?,who is the actor that plays john wick,single_hop_or_simple_open_qa,,1,True,Q43416,
ext_mkqa_train_4676183643944474546,MKQA,train,4676183643944474546,paraphrase_transfer,wording_donor,кто поет take a look at me now,who sings take a look at me now,single_hop_or_simple_open_qa,,1,True,Q144622,
ext_mkqa_train_5285503480855949765,MKQA,train,5285503480855949765,paraphrase_transfer,wording_donor,кто поет back in the high life again,who sings back in the high life again,single_hop_or_simple_open_qa,,1,True,Q314397,
ext_mkqa_train_3160625715823035093,MKQA,train,3160625715823035093,paraphrase_transfer,wording_donor,кто поёт going to the chapel and we're gonna get married,who sings going to the chapel and we're gonna get married,single_hop_or_simple_open_qa,,1,True,Q1433532,
ext_mkqa_train_1231267427308053541,MKQA,train,1231267427308053541,paraphrase_transfer,wording_donor,откуда появилась Статя Свободы,where does the statue of liberty come from,single_hop_or_simple_open_qa,,1,True,Q319821,
ext_mkqa_train_-3270196268095397960,MKQA,train,-3270196268095397960,paraphrase_transfer,wording_donor,у кого в главной лиге бейсбола самая лучшая статистика,who has the best record in the major league,comparison_or_superlative,,1,True,Q213417,
ext_mkqa_train_-6988510815411083194,MKQA,train,-6988510815411083194,paraphrase_transfer,wording_donor,кто пел now that we found love what are we gonna do with it,who sang now that we found love what are we gonna do with it,single_hop_or_simple_open_qa,,1,True,Q450714,
ext_mkqa_train_-7206127442759222825,MKQA,train,-7206127442759222825,paraphrase_transfer,wording_donor,кто играл белль в красавице и чудовище,who played belle in beauty and the beast,set_intersection_or_multi_constraint,,1,True,Q39476,
ext_mkqa_train_5759193192460133072,MKQA,train,5759193192460133072,paraphrase_transfer,wording_donor,когда написана while my guitar gently weeps,when was while my guitar gently weeps written,temporal_or_duration,,1,True,,
ext_mkqa_train_6498351616473686914,MKQA,train,6498351616473686914,paraphrase_transfer,wording_donor,кто пел песню fox on the run,who sang the song fox on the run,single_hop_or_simple_open_qa,,1,True,Q487919,
ext_mkqa_train_3093138229910895896,MKQA,train,3093138229910895896,paraphrase_transfer,wording_donor,Чему равно 10 в степени 10,what is 10 to the power of 10,single_hop_or_simple_open_qa,,1,True,,
ext_mkqa_train_8639172140363384791,MKQA,train,8639172140363384791,paraphrase_transfer,wording_donor,какова была сила Землетрясения в Лос-Анджелесе 1994 года,what was the magnitude of the northridge earthquake,temporal_or_duration,,1,True,,
ext_mkqa_train_3475321462112078637,MKQA,train,3475321462112078637,paraphrase_transfer,wording_donor,кто поёт bartender i really did it this time,who sings bartender i really did it this time,single_hop_or_simple_open_qa,,1,True,Q2138855,
ext_mkqa_train_1544458574731106981,MKQA,train,1544458574731106981,paraphrase_transfer,wording_donor,"какое население на данный момент в Финиксе, Аризона",what is the current population of phoenix arizona,single_hop_or_simple_open_qa,,1,True,,
ext_mkqa_train_9041546606351501546,MKQA,train,9041546606351501546,paraphrase_transfer,wording_donor,мчась сквозь снег на одноконных открытых санях,dashing through the snow on a one horse open sleigh,single_hop_or_simple_open_qa,,1,False,,
ext_mkqa_train_5985830443173483426,MKQA,train,5985830443173483426,paraphrase_transfer,wording_donor,у кого больше всего грэмми за все время,who has the most grammys of all time,comparison_or_superlative,,1,True,Q128085,
ext_mkqa_train_1480875767130429785,MKQA,train,1480875767130429785,paraphrase_transfer,wording_donor,"каково текущее население Альбукерке, Нью-Мексико",what is the current population of albuquerque new mexico,single_hop_or_simple_open_qa,,1,True,,
ext_mkqa_train_-4691272740912130922,MKQA,train,-4691272740912130922,paraphrase_transfer,wording_donor,который был первым президентом в южной африке,who was the first president in south africa,single_hop_or_simple_open_qa,,1,True,Q8023,
ext_mkqa_train_5268707100064312410,MKQA,train,5268707100064312410,paraphrase_transfer,wording_donor,какие новые лица Зала Славы этого года,who are this year's hall of fame inductees,temporal_or_duration,,1,False,,
ext_mkqa_train_2993900242277777418,MKQA,train,2993900242277777418,paraphrase_transfer,wording_donor,Когда была построена Статуя Свободы?,when did they build the statue of liberty,temporal_or_duration,,1,True,,
ext_mkqa_train_-2475570892203536239,MKQA,train,-2475570892203536239,paraphrase_transfer,wording_donor,"как сказать ""время идти домой"" на испанском",how do you say time to go home in spanish,single_hop_or_simple_open_qa,,1,False,,
ext_mkqa_train_4893771522777365152,MKQA,train,4893771522777365152,paraphrase_transfer,wording_donor,кто написал песню here comes the sun,who wrote the song here comes the sun,single_hop_or_simple_open_qa,,1,True,Q2643,
ext_mkqa_train_-7206565720058918781,MKQA,train,-7206565720058918781,paraphrase_transfer,wording_donor,как называется первый цветной фильм,what was the first movie to have color,comparison_or_superlative,,1,True,Q4020559,
ext_mkqa_train_7120021266682175537,MKQA,train,7120021266682175537,paraphrase_transfer,wording_donor,кто создал ain't no sunshine when she's gone,who did ain't no sunshine when she's gone,single_hop_or_simple_open_qa,,1,False,,
ext_mkqa_train_7118969866483484397,MKQA,train,7118969866483484397,paraphrase_transfer,wording_donor,когда выходит график Премьер лиги,when does the premier league schedule come out,temporal_or_duration,,1,True,,
ext_mkqa_train_-1477663916994923070,MKQA,train,-1477663916994923070,paraphrase_transfer,wording_donor,кто поет песню sugar pie honey bunch,who sings the song sugar pie honey bunch,single_hop_or_simple_open_qa,,1,True,Q653480,
ext_mkqa_train_4573065992833094938,MKQA,train,4573065992833094938,paraphrase_transfer,wording_donor,"какой приз за победу в Ты думаешь, ты можешь станцевать?",what is the prize for winning so you think you can dance,single_hop_or_simple_open_qa,,1,True,,
ext_mkqa_train_1661688694835446517,MKQA,train,1661688694835446517,paraphrase_transfer,wording_donor,"Кто поёт ""Fly Me to the Moon""?",who sings the song fly me to the moon,single_hop_or_simple_open_qa,,1,True,Q40912,
ext_mkqa_train_-5055534395179680777,MKQA,train,-5055534395179680777,paraphrase_transfer,wording_donor,"Когда вышел ""Могучие рейнджеры: мистическая сила""?",when did power rangers mystic force come out,temporal_or_duration,,1,True,,
ext_mkqa_train_5977557104954330791,MKQA,train,5977557104954330791,paraphrase_transfer,wording_donor,Сколько игр в НБА играет каждая команда?,how many nba games does each team play,count,,1,True,,
ext_mkqa_train_5169947080601428883,MKQA,train,5169947080601428883,paraphrase_transfer,wording_donor,что за девушка играет в Пятьдесят оттенков серого,who is the girl that plays in fifty shades of grey,single_hop_or_simple_open_qa,,1,True,Q2315802,
ext_mkqa_train_-1611236223678857654,MKQA,train,-1611236223678857654,paraphrase_transfer,wording_donor,кто играет кота в коте в шляпе,who plays the cat in cat in the hat,single_hop_or_simple_open_qa,,1,True,Q185724,
ext_mkqa_train_8812267550415131532,MKQA,train,8812267550415131532,paraphrase_transfer,wording_donor,once i was 7 years old песня,once i was 7 years old the song,single_hop_or_simple_open_qa,,1,False,,
ext_mkqa_train_-2774315864301194038,MKQA,train,-2774315864301194038,paraphrase_transfer,wording_donor,кто озвучивает голос Винни в гриффинах,who does the voice of vinnie on family guy,single_hop_or_simple_open_qa,,1,True,Q726201,
ext_mkqa_train_-192152866063203617,MKQA,train,-192152866063203617,paraphrase_transfer,wording_donor,кто пел what doesn't kill you makes you stronger,who sang what doesn't kill you makes you stronger,single_hop_or_simple_open_qa,,1,True,Q483507,
ext_mkqa_train_2869938826446240557,MKQA,train,2869938826446240557,paraphrase_transfer,wording_donor,когда вышла Call of Duty: World at War,when did call of duty world at war come out,temporal_or_duration,,1,True,,
ext_mkqa_train_1518801672705404588,MKQA,train,1518801672705404588,paraphrase_transfer,wording_donor,кто пел песню what condition my condition was in,who sang the song what condition my condition was in,single_hop_or_simple_open_qa,,1,True,Q453456,
ext_mkqa_train_-238022118289887889,MKQA,train,-238022118289887889,paraphrase_transfer,wording_donor,кто играл маму в том шоу из 70-х,who played the mom in that 70s show,single_hop_or_simple_open_qa,,1,True,Q256144,
ext_mkqa_train_-3791869145381264425,MKQA,train,-3791869145381264425,paraphrase_transfer,wording_donor,"каково население Самтера, Южная Каролина",what is the population of sumter south carolina,single_hop_or_simple_open_qa,,1,True,,
ext_mkqa_train_-1911637900564740203,MKQA,train,-1911637900564740203,paraphrase_transfer,wording_donor,когда гей парад в чикаго иллинойс,when is the gay parade in chicago illinois,temporal_or_duration,,1,True,,
ext_mkqa_train_-180408906397217772,MKQA,train,-180408906397217772,paraphrase_transfer,wording_donor,кто играл гастона в фильме красавица и чудовище,who played gaston in the movie beauty and the beast,set_intersection_or_multi_constraint,,1,True,Q722001,
ext_mkqa_train_-7304115666479779940,MKQA,train,-7304115666479779940,paraphrase_transfer,wording_donor,"Откуда взялось выражение ""going to hell in a handbasket ""?",where does the expression going to hell in a handbasket come from,single_hop_or_simple_open_qa,,1,True,,
ext_mkqa_train_-4566536088537382616,MKQA,train,-4566536088537382616,paraphrase_transfer,wording_donor,сколько святых дней обязательства в католической церкви,how many holy days of obligation are there in the catholic church,count,,1,True,,
ext_mkqa_train_3300336047125027433,MKQA,train,3300336047125027433,paraphrase_transfer,wording_donor,кто поёт wild thing you make my heart sing,who sings wild thing you make my heart sing,single_hop_or_simple_open_qa,,1,True,Q943253,
ext_mkqa_train_6734439646325158985,MKQA,train,6734439646325158985,paraphrase_transfer,wording_donor,был ли когда-нибудь ураган по имени Кэти,has there ever been a hurricane named kathy,temporal_or_duration,,1,True,,
ext_mkqa_train_2457268982077008228,MKQA,train,2457268982077008228,paraphrase_transfer,wording_donor,кто пел песню have you ever seen the rain,who sang the song have you ever seen the rain,single_hop_or_simple_open_qa,,1,True,Q192463,
ext_mkqa_train_1861904082134879511,MKQA,train,1861904082134879511,paraphrase_transfer,wording_donor,когда была написана декларация о правах человека,when was the declaration of human rights written,temporal_or_duration,,1,True,,
ext_mkqa_train_5750260644369656918,MKQA,train,5750260644369656918,paraphrase_transfer,wording_donor,"кто написал песню ""You Broke Up with Me""?",who wrote the song you broke up with me,single_hop_or_simple_open_qa,,1,True,Q7962267,
ext_mkqa_train_1106823340405298621,MKQA,train,1106823340405298621,paraphrase_transfer,wording_donor,как зовут персонажей в Короле Льве,what are the names of the characters in the lion king,single_hop_or_simple_open_qa,,1,True,,
ext_mkqa_train_-5424494704776884162,MKQA,train,-5424494704776884162,paraphrase_transfer,wording_donor,какая самая высока зафиксированная температура в нью йорке,what is the hottest temperature recorded in new york,comparison_or_superlative,,1,True,,
ext_mkqa_train_-5737887458011607939,MKQA,train,-5737887458011607939,paraphrase_transfer,wording_donor,Кому принадлежит большинство в Конгрессе на данный момент,who has the majority in congress right now,single_hop_or_simple_open_qa,,1,True,Q29468,
ext_mkqa_train_3245866459331126801,MKQA,train,3245866459331126801,paraphrase_transfer,wording_donor,когда играют женские футбольные команды,when do the women's soccer team play,temporal_or_duration,,1,False,,
ext_mkqa_train_3897225624303698473,MKQA,train,3897225624303698473,paraphrase_transfer,wording_donor,"Когда ""Чикаго Кабс"" выиграли Мировую серию?",when did chicago cubs win the world series,temporal_or_duration,,1,True,,
ext_mkqa_train_-3717759792722314683,MKQA,train,-3717759792722314683,paraphrase_transfer,wording_donor,какое слово в английском языке имеет больше всего слогов,what word in the english language has the most syllables,comparison_or_superlative,,1,True,Q102,
ext_mkqa_train_4174294807029812925,MKQA,train,4174294807029812925,paraphrase_transfer,wording_donor,какая столица у штата Нью-Мексико,what is the state capital of new mexico,single_hop_or_simple_open_qa,,1,True,Q38555,
ext_mkqa_train_6885421816425016838,MKQA,train,6885421816425016838,paraphrase_transfer,wording_donor,Кто удерживает рекорд по задержке дыхания?,who holds the world record for holding their breath the longest,single_hop_or_simple_open_qa,,1,True,Q551592,
ext_mkqa_train_7071808599726455761,MKQA,train,7071808599726455761,paraphrase_transfer,wording_donor,кто был злодеем в Стражах Галактики,who was the bad guy in guardians of the galaxy,single_hop_or_simple_open_qa,,1,True,Q1772041,
ext_mkqa_train_6014057846603375605,MKQA,train,6014057846603375605,paraphrase_transfer,wording_donor,входит ли республика ирландия в соединенное королевство,is the republic of ireland part of the united kingdom,single_hop_or_simple_open_qa,,1,True,,
ext_mkqa_train_8109679614228793740,MKQA,train,8109679614228793740,paraphrase_transfer,wording_donor,кто играет Эйвери в dog with a blog,who plays avery in dog with a blog,single_hop_or_simple_open_qa,,1,True,Q236343,
