benchmark_id,source_dataset,source_split,source_id,question_en_original,question_translations,category,complexity_type,reasoning_family,question_entities,answer_type,answer_mode,answer_text_en,answer_entities,gold_answers,gold_qids,supporting_entities,supporting_numbers,num_answers,num_question_entities,has_supporting_entities,has_supporting_numbers,needs_translation,needs_rephrase,translation_source,notes,priority_score,surface_template,is_shallow_bridge,is_technical,is_binary_question,is_count_only,temporal_hits,comparison_hits,intersection_hits,extra_constraints,reconstructability_score_v2,auto_decision,decision_reasons
mintaka_test_655db184,mintaka,test,655db184,Who was the pitcher for the winning team in the first World Series?,"{'ar': 'مَن كان الرامي في الفريق الرابح في أولى نهائيات كأس العالم؟', 'de': 'Wer war der Pitcher des Siegerteams der ersten World Series?', 'ja': '第1回のワールドシリーズで優勝したチームのピッチャーは誰だった？', 'hi': 'पहले वर्ल्ड सीरीज में जीतने वाली टीम का पिचर कौन था?', 'pt': 'Quem foi o arremessador do time vencedor no primeiro World Series?', 'es': '¿Quién fue el lanzador del equipo ganador en la primera Serie Mundial?', 'it': 'Chi è stato il lanciatore della squadra vincente nella prima World Series?', 'fr': 'Comment s’appelle le lanceur de l’équipe qui a remporté la première Série mondiale ?'}",sports,multihop,multihop,"[{'name': 'Q265538', 'entity_type': 'entity', 'label': 'World Series', 'mention': 'World Series', 'span': [54, 66]}, {'name': '1', 'entity_type': 'ordinal', 'label': '', 'mention': 'first', 'span': [48, 53]}]",entity,list_like,Bill Dinneen and Cy Young,"[{'name': 'Q4908773', 'label_en': 'Bill Dinneen', 'raw_label': {'en': 'Bill Dinneen', 'ar': None, 'de': 'Bill Dinneen', 'es': 'Bill Dinneen', 'fr': 'Bill Dinneen', 'hi': None, 'it': 'Bill Dinneen', 'ja': 'ビル・ディニーン', 'pt': None}}, {'name': 'Q362264', 'label_en': 'Cy Young', 'raw_label': {'en': 'Cy Young', 'ar': 'ساي يونغ', 'de': 'Cy Young', 'es': 'Cy Young', 'fr': 'Cy Young', 'hi': None, 'it': 'Cy Young', 'ja': 'サイ・ヤング', 'pt': 'Cy Young'}}]","[{'name': 'Q4908773', 'label_en': 'Bill Dinneen'}, {'name': 'Q362264', 'label_en': 'Cy Young'}]","['Q4908773', 'Q362264']",[],[],2,2,False,False,True,True,en,,10,<ent> was the pitcher for the winning team in the first <ent>?,False,False,False,False,1,0,0,1,13,keep_for_reconstruction,multi_answer|list_like|temporal_signal
mintaka_train_19f244a1,mintaka,train,19f244a1,Who was the wife of the 10th US president?,"{'ar': 'من كانت زوجة الرئيس الأمريكي العاشر؟', 'de': 'Wer war die Ehefrau des 10. US-Präsidenten?', 'ja': '第10代アメリカ大統領の妻は誰ですか？', 'hi': '10वें US राष्ट्रपति की पत्नी का नाम क्या था?', 'pt': 'Quem foi a esposa do 10o. Presidente dos Estados Unidos?', 'es': '¿Quién fue la mujer del décimo presidente de Estados Unidos?', 'it': 'Chi era la moglie del 10° Presidente degli Stati Uniti?', 'fr': 'Qui était la femme du 10e président des États-Unis ?'}",politics,multihop,multihop,"[{'name': 'Q11696', 'entity_type': 'entity', 'label': 'President of the United States', 'mention': 'US president', 'span': [29, 41]}, {'name': '10', 'entity_type': 'ordinal', 'label': '', 'mention': '10th', 'span': [24, 28]}]",entity,list_like,Letitia & Julia Tyler,"[{'name': 'Q24790', 'label_en': 'Letitia Christian Tyler', 'raw_label': {'en': 'Letitia Christian Tyler', 'ar': 'ليتيسيا تايلر', 'de': 'Letitia Tyler', 'es': 'Letitia Christian Tyler', 'fr': 'Letitia Tyler', 'hi': None, 'it': 'Letitia Tyler', 'ja': 'レティティア・タイラー', 'pt': 'Letitia Christian Tyler'}}, {'name': 'Q234525', 'label_en': 'Julia Gardiner Tyler', 'raw_label': {'en': 'Julia Gardiner Tyler', 'ar': 'جوليا تايلر', 'de': 'Julia Tyler', 'es': 'Julia Gardiner Tyler', 'fr': 'Julia Tyler', 'hi': None, 'it': 'Julia Tyler', 'ja': 'ジュリア・ガーディナー・タイラー', 'pt': 'Julia Tyler'}}]","[{'name': 'Q24790', 'label_en': 'Letitia Christian Tyler'}, {'name': 'Q234525', 'label_en': 'Julia Gardiner Tyler'}]","['Q24790', 'Q234525']",[],[],2,2,False,False,True,True,en,,10,<ent> was the wife of the 10th us president?,False,False,False,False,0,0,0,0,13,keep_for_reconstruction,multi_answer|list_like
mintaka_train_76dc240c,mintaka,train,76dc240c,What platforms can the first Animal Crossing mobile game be played on?,"{'ar': 'ما هي المنصات التي يمكن لعب أول لعبة للهاتف المحمول من أنيمال كروسينغ عليها؟', 'de': 'Auf welcher Plattform kann das erste „Animal Crossing“-Handyspiel gespielt werden?', 'ja': '初代『どうぶつの森』のモバイルゲームは、どのようなプラットフォームでプレイできますか？', 'hi': 'पहला एनिमल क्रॉसिंग मोबाइल गेम किस प्लेटफॉर्म पर खेला जा सकता है?', 'pt': 'O primeiro jogo Animal Crossing mobile pode ser jogado em quais plataformas?', 'es': '¿En qué plataformas se puede jugar el primer juego de Animal Crossing para móviles?', 'it': 'Su quale piattaforma si può giocare al primo gioco per cellulare di Animal Crossing?', 'fr': 'Sur quelles plateformes le premier jeu d’Animal Crossing sur téléphone portable peut-il se jouer ?'}",videogames,multihop,multihop,"[{'name': 'Q1139803', 'entity_type': 'entity', 'label': 'Animal Crossing', 'mention': 'Animal Crossing', 'span': [29, 44]}, {'name': '1', 'entity_type': 'ordinal', 'label': '', 'mention': 'first', 'span': [23, 28]}]",entity,list_like,"Android, iOS","[{'name': 'Q94', 'label_en': 'Android', 'raw_label': {'en': 'Android', 'ar': 'أندرويد', 'de': 'Android', 'es': 'Android', 'fr': 'Android', 'hi': 'Android', 'it': 'Android', 'ja': 'Android', 'pt': 'Android'}}, {'name': 'Q48493', 'label_en': 'iOS', 'raw_label': {'en': 'iOS', 'ar': 'آي أو إس', 'de': 'iOS', 'es': 'iOS', 'fr': 'iOS', 'hi': 'iOS', 'it': 'iOS', 'ja': 'iOS', 'pt': 'iOS'}}]","[{'name': 'Q94', 'label_en': 'Android'}, {'name': 'Q48493', 'label_en': 'iOS'}]","['Q94', 'Q48493']",[],[],2,2,False,False,True,True,en,,10,<ent> platforms can the first <ent> mobile game be played on?,False,False,False,False,1,0,0,1,13,keep_for_reconstruction,multi_answer|list_like|temporal_signal
mintaka_train_92b34ba1,mintaka,train,92b34ba1,Who were the children of India's only female prime minister?,"{'ar': 'مَن هم أبناء رئيسة الوزراء الوحيدة في تاريخ الهند؟', 'de': 'Wer waren die Kinder der einzigen Premierministerin von Indien?', 'ja': 'インドの唯一の女性の首相の子供は誰ですか？', 'hi': 'भारत के एकमात्र महिला पंतप्रधान के बच्चे कौन थे?', 'pt': 'Quem foram os filhos da única Primeira Ministra da Índia?', 'es': '¿Quiénes fueron los hijos de la única primer ministra de la India?', 'it': ""Chi erano i figli dell'unico primo ministro donna indiano?"", 'fr': 'Qui étaient les enfants de la seule femme Première ministre de l’Inde ?'}",politics,multihop,multihop,"[{'name': 'Q668', 'entity_type': 'entity', 'label': 'India', 'mention': ""India's"", 'span': [25, 32]}]",entity,list_like,Rajiv Gandhi and Sanjay Gandhi,"[{'name': 'Q4593', 'label_en': 'Rajiv Gandhi', 'raw_label': {'en': 'Rajiv Gandhi', 'ar': 'راجيف غاندي', 'de': 'Rajiv Gandhi', 'es': 'Rajiv Gandhi', 'fr': 'Rajiv Gandhi', 'hi': 'राजीव गाँधी', 'it': 'Rajiv Gandhi', 'ja': 'ラジーヴ・ガンディー', 'pt': 'Rajiv Gandhi'}}, {'name': 'Q730045', 'label_en': 'Sanjay Gandhi', 'raw_label': {'en': 'Sanjay Gandhi', 'ar': 'سانجاي غاندي', 'de': 'Sanjay Gandhi', 'es': 'Sanjay Gandhi', 'fr': 'Sanjay Gandhi', 'hi': 'संजय गाँधी', 'it': 'Sanjay Gandhi', 'ja': 'サンジャイ・ガーンディー', 'pt': None}}]","[{'name': 'Q4593', 'label_en': 'Rajiv Gandhi'}, {'name': 'Q730045', 'label_en': 'Sanjay Gandhi'}]","['Q4593', 'Q730045']",[],[],2,1,False,False,True,True,en,,10,<ent> were the children of <ent>'s only female prime minister?,False,False,False,False,0,0,0,0,13,keep_for_reconstruction,multi_answer|list_like
mintaka_train_af82fcbd,mintaka,train,af82fcbd,Who was in charge of the screenplay on the movie that was based on the third book of Lord of the Rings?,"{'ar': 'من كان مسؤولاً عن سيناريو الفيلم المقتبس من الكتاب الثالث في سلسلة ""سيد الخواتم""؟', 'de': 'Wer war fedeführend beim Drehbuch der Verfilmung von Herr der Ringe?', 'ja': 'Lord of the Ringsの３番目の本に基づいて作る映画の画面を担当するのは誰ですか？', 'hi': 'लाॅर्ड ऑफ द रिंग्स की तीसरी किताब पर आधारित फ़िल्म की पटकथा का प्रभारी कौन था?', 'pt': 'Quem era o responsável pelo roteiro do filme que foi baseado no terceiro livro de O Senhor dos Anéis?', 'es': '¿Quién fue el responsable por el guión de la película basada en el tercer libro de Señor de Los Anillos?', 'it': 'Chi è stato incaricato di scrivere la sceneggiatura per il film basato sul terzo libro de ""Il signore degli anelli""?', 'fr': 'Qui était en charge du scénario du film inspiré du troisième livre du Seigneur des anneaux ?'}",books,multihop,multihop,"[{'name': 'Q15228', 'entity_type': 'entity', 'label': 'The Lord of the Rings', 'mention': 'Lord of the Rings', 'span': [85, 102]}, {'name': '3', 'entity_type': 'ordinal', 'label': '', 'mention': 'third', 'span': [71, 76]}]",entity,list_like,"Frank Walsh, Philippa Boyens, Peter Jackson","[{'name': 'Q116854', 'label_en': 'Philippa Boyens', 'raw_label': {'en': 'Philippa Boyens', 'ar': 'فيليبا بوينز', 'de': 'Philippa Boyens', 'es': 'Philippa Boyens', 'fr': 'Philippa Boyens', 'hi': None, 'it': 'Philippa Boyens', 'ja': 'フィリッパ・ボウエン', 'pt': 'Philippa Boyens'}}, {'name': 'Q4465', 'label_en': 'Peter Jackson', 'raw_label': {'en': 'Peter Jackson', 'ar': 'بيتر جاكسون', 'de': 'Peter Jackson', 'es': 'Peter Jackson', 'fr': 'Peter Jackson', 'hi': 'पीटर जैक्सन', 'it': 'Peter Jackson', 'ja': 'ピーター・ジャクソン', 'pt': 'Peter Jackson'}}]","[{'name': 'Q116854', 'label_en': 'Philippa Boyens'}, {'name': 'Q4465', 'label_en': 'Peter Jackson'}]","['Q116854', 'Q4465']",[],[],2,2,False,False,True,True,en,,10,<ent> was in charge of the screenplay on the movie that was based on the third book of <ent> of the <ent>?,False,False,False,False,0,0,1,0,13,keep_for_reconstruction,multi_answer|list_like
mintaka_train_d8a4fd32,mintaka,train,d8a4fd32,"What were the two initial continents in the video game that Blizzard Entertainment released on November 23, 2004?","{'ar': 'ما القارتان التي احتوت عليهما لعبة الفيديو التي أصدرتها ""بليزارد إنترتانمينت"" بتاريخ 23 نوفمبر 2004؟', 'de': 'Welches waren die beiden ersten Kontinente in dem Videospiel, das Blizzard Entertainment am 23. November 2004 veröffentlichte?', 'ja': '""2004年11月23日にブリザード・エンターテインメントより発売されたビデオゲームの中の最初の二つの大陸は何ですか?""', 'hi': 'उस वीडियो गेम कौन से दो प्रारंभिक महाद्वीप थे जिसे 23 नवंबर, 2004 में ब्लिज़र्ड एंटर्टेंमेंट ने रिलीज़ किया?', 'pt': 'Quais foram os dois continentes iniciais no video game que a Blizzard Entertainment lançou em 23 de novembro de 2004?', 'es': '¿Cuáles fueron los primeros dos continentes que tuvo el video juego que Blizzard Entertainment sacó el 23 noviembre de 2004?', 'it': 'Quali erano i due continenti iniziali nel video gioco che Blizzard Entertainment ha rilasciato il 23 Novembre 2004?', 'fr': 'Quels étaient les deux continents initiaux dans le jeu vidéo que Blizzard Entertainment a sorti le 23 novembre 2004 ?'}",videogames,multihop,multihop,"[{'name': 'Q178824', 'entity_type': 'entity', 'label': 'Blizzard Entertainment', 'mention': 'Blizzard Entertainment', 'span': [60, 82]}, {'name': '2', 'entity_type': 'cardinal', 'label': '', 'mention': 'two', 'span': [14, 17]}, {'name': '2004-11-23', 'entity_type': 'date', 'label': '', 'mention': 'November 23, 2004', 'span': [95, 112]}]",entity,list_like,"Kalimdor, Eastern Kingdoms","[{'name': 'Q850186', 'label_en': 'Kalimdor', 'raw_label': {'en': 'Kalimdor', 'ar': None, 'de': None, 'es': None, 'fr': None, 'hi': None, 'it': 'Kalimdor', 'ja': None, 'pt': None}}, {'name': 'Q849986', 'label_en': 'Eastern Kingdoms', 'raw_label': {'en': 'Eastern Kingdoms', 'ar': None, 'de': None, 'es': None, 'fr': None, 'hi': None, 'it': 'Regni Orientali', 'ja': None, 'pt': None}}]","[{'name': 'Q850186', 'label_en': 'Kalimdor'}, {'name': 'Q849986', 'label_en': 'Eastern Kingdoms'}]","['Q850186', 'Q849986']",[],[],2,3,False,False,True,True,en,,10,"<ent> were the two initial continents in the video game that <ent> released on <ent> <num>, <year>?",False,False,False,False,0,0,1,0,13,keep_for_reconstruction,multi_answer|list_like
mintaka_train_ec2f1490,mintaka,train,ec2f1490,What Disney characters were Sora's best friends and his quest companions?,"{'ar': 'من هم شخصيات ديزني التي كانت أفضل أصدقاء لسورا ورفاقه في البحث؟', 'de': 'Welche Disney-Figuren waren Soras beste Freunde und seine Wegbegleiter?', 'ja': 'ソラの親友で、冒険仲間だったディズニーキャラクターは?', 'hi': 'डिसनी के किरदारों में से कौन सोरा के सबसे अच्छे दोस्त और उसके खोजी साथीदार थे?', 'pt': 'Quais personagens da Disney eram os melhores amigos de Sora e seus companheiros de jornada?', 'es': '¿Qué personajes de Disney eran los mejores amigos de Sora y sus compañeros de búsqueda?', 'it': 'Quali personaggi della Disney erano i migliori amici di Sora e i suoi compagni di missione?', 'fr': 'Quels personnages Disney étaient les meilleurs amis de Sora et ses compagnons de quête ?'}",videogames,multihop,multihop,"[{'name': 'Q7414', 'entity_type': 'entity', 'label': 'The Walt Disney Company', 'mention': 'Disney', 'span': [5, 11]}, {'name': 'Q2089970', 'entity_type': 'entity', 'label': 'Sora', 'mention': ""Sora's"", 'span': [28, 34]}]",entity,list_like,Donald Duck and Goofy,"[{'name': 'Q6550', 'label_en': 'Donald Duck', 'raw_label': {'en': 'Donald Duck', 'ar': 'بطوط', 'de': 'Donald Duck', 'es': 'Pato Donald', 'fr': 'Donald Duck', 'hi': 'डोनाल्ड डक', 'it': 'Paperino', 'ja': 'ドナルドダック', 'pt': 'Pato Donald'}}, {'name': 'Q111135', 'label_en': 'Goofy', 'raw_label': {'en': 'Goofy', 'ar': 'بندق', 'de': 'Goofy', 'es': 'Goofy', 'fr': 'Dingo', 'hi': None, 'it': 'Pippo', 'ja': 'グーフィー', 'pt': 'Pateta'}}]","[{'name': 'Q6550', 'label_en': 'Donald Duck'}, {'name': 'Q111135', 'label_en': 'Goofy'}]","['Q6550', 'Q111135']",[],[],2,2,False,False,True,True,en,,10,<ent> characters were <ent>'s best friends and his quest companions?,False,False,False,False,0,0,1,0,13,keep_for_reconstruction,multi_answer|list_like
mintaka_validation_678c0c86,mintaka,validation,678c0c86,Who was the wife of the 23rd president?,"{'ar': 'من التي كانت زوجة الرئيس الثالث والعشرين؟', 'de': 'Wer war die Frau des 23. Präsidenten?', 'ja': '米国の第23代大統領の妻は誰ですか？', 'hi': '23वें राष्ट्रपति की पत्नी कौन थीं?', 'pt': 'Quem era a esposa do 23º presidente?', 'es': '¿Quién fue la esposa del 23º presidente?', 'it': 'Chi fu la moglie del 23imo presidente?', 'fr': 'Qui était la femme du 23e Président ?'}",politics,multihop,multihop,"[{'name': 'Q11696', 'entity_type': 'entity', 'label': 'President of the United States', 'mention': 'president', 'span': [29, 38]}, {'name': '23', 'entity_type': 'ordinal', 'label': '', 'mention': '23rd', 'span': [24, 28]}]",entity,list_like,Mary Dimmick Harrison and Caroline Harrison,"[{'name': 'Q2421426', 'label_en': 'Mary Dimmick Harrison', 'raw_label': {'en': 'Mary Dimmick Harrison', 'ar': 'ماري ديميك هاريسون', 'de': 'Mary Dimmick Harrison', 'es': 'Mary Dimmick Harrison', 'fr': 'Mary Harrison', 'hi': None, 'it': 'Mary Scott Lord Dimmick', 'ja': 'メアリー・ディミック・ハリソン', 'pt': 'Mary Dimmick Harrison'}}, {'name': 'Q234263', 'label_en': 'Caroline Harrison', 'raw_label': {'en': 'Caroline Harrison', 'ar': 'كارولين هاريسون', 'de': 'Caroline Harrison', 'es': 'Caroline Harrison', 'fr': 'Caroline Harrison', 'hi': None, 'it': 'Caroline Harrison', 'ja': 'キャロライン・ハリソン', 'pt': 'Caroline Harrison'}}]","[{'name': 'Q2421426', 'label_en': 'Mary Dimmick Harrison'}, {'name': 'Q234263', 'label_en': 'Caroline Harrison'}]","['Q2421426', 'Q234263']",[],[],2,2,False,False,True,True,en,,10,<ent> was the wife of the 23rd president?,False,False,False,False,0,0,0,0,13,keep_for_reconstruction,multi_answer|list_like
mintaka_test_7215395f,mintaka,test,7215395f,Where is the 2020 AL MVP from?,"{'ar': 'من أين 2020 AL MVP؟', 'de': 'Woher kommt der AL MVP 2020?', 'ja': '2020年のアメリカンリーグのMVPはどこの出身ですか？', 'hi': '2020 AL MVP विजेता का संबंध कहाँ से है?', 'pt': 'De onde é o AL MVP de 2020?', 'es': '¿De dónde es el AL MVP de 2020?', 'it': ""Da dove viene l'MVP dell'AL 2020?"", 'fr': 'D’où vient AL MVP 2020 ?'}",sports,multihop,multihop,"[{'name': 'Q465469', 'entity_type': 'entity', 'label': 'American League', 'mention': 'AL', 'span': [18, 20]}, {'name': 'Q1514249', 'entity_type': 'entity', 'label': 'Major League Baseball Most Valuable Player Award', 'mention': 'MVP', 'span': [21, 24]}, {'name': '2020', 'entity_type': 'date', 'label': '', 'mention': '2020', 'span': [13, 17]}]",entity,list_like,"Cruces, Cuba","[{'name': 'Q5042', 'label_en': 'Cruces', 'raw_label': {'en': 'Cruces', 'ar': None, 'de': 'Cruces', 'es': 'Cruces', 'fr': 'Cruces', 'hi': None, 'it': 'Cruces', 'ja': None, 'pt': 'Cruces'}}, {'name': 'Q241', 'label_en': 'Cuba', 'raw_label': {'en': 'Cuba', 'ar': 'كوبا', 'de': 'Kuba', 'es': 'Cuba', 'fr': 'Cuba', 'hi': 'क्यूबा', 'it': 'Cuba', 'ja': 'キューバ', 'pt': 'Cuba'}}]","[{'name': 'Q5042', 'label_en': 'Cruces'}, {'name': 'Q241', 'label_en': 'Cuba'}]","['Q5042', 'Q241']",[],[],2,3,False,False,True,True,en,,10,<ent> is the <year> al mvp from?,False,False,False,False,0,0,0,0,12,keep_for_reconstruction,multi_answer|list_like
mintaka_test_a63f4fcf,mintaka,test,a63f4fcf,Where was the author who wrote the Jurassic Park books born?,"{'ar': 'أين وُلد المؤلف الذي ألف كُتب الحديقة الجوراسية؟', 'de': 'Wo ist der Verfasser der Bücher Jurassic Park geboren?', 'ja': '『ジュラシック・パーク』の作者はどこで生まれましたか？', 'hi': 'Jurassic Park की किताब लिखने वाले लेखक का जन्म कहां हुआ था?', 'pt': 'Onde nasceu o autor dos livros Jurassic Park?', 'es': '¿Dónde nació el autor de los libros de Parque Jurásico?', 'it': ""Dov'è nato l'autore dei libri di Jurassic Park?"", 'fr': 'Quel est le lieu de naisance de l’auteur des livres de Jurassic Park ?'}",books,multihop,multihop,"[{'name': 'Q756866', 'entity_type': 'entity', 'label': 'Jurassic Park', 'mention': 'Jurassic Park', 'span': [35, 48]}]",entity,list_like,"Chicago, IL","[{'name': 'Q1297', 'label_en': 'Chicago', 'raw_label': {'en': 'Chicago', 'ar': 'شيكاغو', 'de': 'Chicago', 'es': 'Chicago', 'fr': 'Chicago', 'hi': 'शिकागो', 'it': 'Chicago', 'ja': 'シカゴ', 'pt': 'Chicago'}}, {'name': 'Q1204', 'label_en': 'Illinois', 'raw_label': {'en': 'Illinois', 'ar': 'إلينوي', 'de': 'Illinois', 'es': 'Illinois', 'fr': 'Illinois', 'hi': 'इलिनॉय', 'it': 'Illinois', 'ja': 'イリノイ州', 'pt': 'Illinois'}}]","[{'name': 'Q1297', 'label_en': 'Chicago'}, {'name': 'Q1204', 'label_en': 'Illinois'}]","['Q1297', 'Q1204']",[],[],2,1,False,False,True,True,en,,10,<ent> was the author who wrote the <ent> books born?,False,False,False,False,0,0,0,0,12,keep_for_reconstruction,multi_answer|list_like
mintaka_train_0f501f46,mintaka,train,0f501f46,Who co-collaborated on the script for The Godfather?,"{'ar': 'مَن الذي شارك في كتابة نص فيلم ""العراب""؟', 'de': 'Wer hat am Skipt von GODFATHER mitgewirkt?', 'ja': '共同で『ゴッドファーザー』の脚本を書いたのは誰ですか？', 'hi': 'THE GODFATHER की लिपि पर किसने सहयोग किया?', 'pt': 'Quem foi o colaborador no roteiro de O poderoso chefão?', 'es': '¿Quién colaboró en el guión de El Padrino?', 'it': 'Chi ha co-collaborato alla sceneggiatura de Il Padrino?', 'fr': 'Qui a collaboré au script du film LE PARRAIN ?'}",books,multihop,multihop,"[{'name': 'Q47703', 'entity_type': 'entity', 'label': 'The Godfather', 'mention': 'The Godfather', 'span': [38, 51]}]",entity,list_like,Mario Puzo Francis Ford Coppola,"[{'name': 'Q182870', 'label_en': 'Mario Puzo', 'raw_label': {'en': 'Mario Puzo', 'ar': 'ماريو بوزو', 'de': 'Mario Puzo', 'es': 'Mario Puzo', 'fr': 'Mario Puzo', 'hi': None, 'it': 'Mario Puzo', 'ja': 'マリオ・プーゾ', 'pt': 'Mario Puzo'}}, {'name': 'Q56094', 'label_en': 'Francis Ford Coppola', 'raw_label': {'en': 'Francis Ford Coppola', 'ar': 'فرانسيس فورد كوبولا', 'de': 'Francis Ford Coppola', 'es': 'Francis Ford Coppola', 'fr': 'Francis Ford Coppola', 'hi': 'फ्रांसिस फोर्ड कोपोला', 'it': 'Francis Ford Coppola', 'ja': 'フランシス・フォード・コッポラ', 'pt': 'Francis Ford Coppola'}}]","[{'name': 'Q182870', 'label_en': 'Mario Puzo'}, {'name': 'Q56094', 'label_en': 'Francis Ford Coppola'}]","['Q182870', 'Q56094']",[],[],2,1,False,False,True,True,en,,10,<ent> co-collaborated on the script for <ent>?,False,False,False,False,0,0,0,0,12,keep_for_reconstruction,multi_answer|list_like
mintaka_train_2c1804b1,mintaka,train,2c1804b1,In Kingdom Hearts what is the name of Sora's Nobody's best friends?,"{'ar': ""في لعبة Kingdom Hearts ما هو اسم أصدقاء شخصية Sora's Nobody المقربين؟"", 'de': ""Wie heißen in Kingdom Hearts die besten Freunde von Sora's Nobody?"", 'ja': ""『キングダムハーツ』シリーズでは、Sora's Nobodyの親友の名前はなんですか？"", 'hi': 'किंगडम हार्ट्स में सोरा नोबडीज बेस्ट फ्रेंड्स का नाम क्या है?', 'pt': 'Em Kingdom Hearts, qual é o nome dos melhores amigos do Nobody de Sora?', 'es': 'En Kingdom Hearts, ¿cuál es el nombre de los mejores amigos de Sora´s nobody?', 'it': 'In Kingdom Hearts, come si chiamava il migliore amico del Nessuno di Sora?', 'fr': 'Dans Kingdom Hearts, quel est le nom des meilleurs amis de Sora et de Nobody ?'}",videogames,multihop,multihop,"[{'name': 'Q755167', 'entity_type': 'entity', 'label': 'Kingdom Hearts', 'mention': 'Kingdom Hearts', 'span': [3, 17]}, {'name': 'Q2089970', 'entity_type': 'entity', 'label': 'Sora', 'mention': ""Sora's"", 'span': [38, 44]}, {'name': 'Q827383', 'entity_type': 'entity', 'label': ""Nobody's Home"", 'mention': ""Nobody's"", 'span': [45, 53]}]",entity,list_like,Xion and Axel,"[{'name': 'Q18285504', 'label_en': 'Xion', 'raw_label': {'en': 'Xion', 'ar': None, 'de': None, 'es': 'Xion', 'fr': None, 'hi': None, 'it': None, 'ja': 'シオン', 'pt': 'Xion'}}, {'name': 'Q55687575', 'label_en': 'Axel', 'raw_label': {'en': 'Axel', 'ar': None, 'de': None, 'es': None, 'fr': None, 'hi': None, 'it': None, 'ja': 'アクセル', 'pt': None}}]","[{'name': 'Q18285504', 'label_en': 'Xion'}, {'name': 'Q55687575', 'label_en': 'Axel'}]","['Q18285504', 'Q55687575']",[],[],2,3,False,False,True,True,en,,10,<ent> what is the name of <ent><quote>s best friends?,False,False,False,False,0,0,0,0,12,keep_for_reconstruction,multi_answer|list_like
mintaka_train_7ab42179,mintaka,train,7ab42179,Where was the head coach of Real Madrid CF born?,"{'ar': 'أين ولد المدير الفني لريال مدريد؟', 'de': 'Wo wurde der Cheftrainer von Real Madrid CF geboren?', 'ja': 'レアル・マドリードのヘッドコーチはどこで生まれましたか？', 'hi': 'रियल मेड्रिड CF के मुख्य कोच का जन्म कहाँ हुआ था?', 'pt': 'Onde nasceu o treinador principal do Real Madrid CF?', 'es': '¿Dónde nació el seleccionador principal del Real Madrid?', 'it': ""Dov'è nato l'allenatore del Real Madrid?"", 'fr': 'Où l’entraîneur titulaire du Real Madrid CF est-il né ?'}",sports,multihop,multihop,"[{'name': 'Q8682', 'entity_type': 'entity', 'label': 'Real Madrid CF', 'mention': 'Real Madrid CF', 'span': [28, 42]}]",entity,list_like,"Reggiolo, Italy","[{'name': 'Q952', 'label_en': 'Reggiolo', 'raw_label': {'en': 'Reggiolo', 'ar': 'ريدجولو', 'de': 'Reggiolo', 'es': 'Reggiolo', 'fr': 'Reggiolo', 'hi': None, 'it': 'Reggiolo', 'ja': 'レッジョーロ', 'pt': 'Reggiolo'}}, {'name': 'Q38', 'label_en': 'Italy', 'raw_label': {'en': 'Italy', 'ar': 'إيطاليا', 'de': 'Italien', 'es': 'Italia', 'fr': 'Italie', 'hi': 'इटली', 'it': 'Italia', 'ja': 'イタリア', 'pt': 'Itália'}}]","[{'name': 'Q952', 'label_en': 'Reggiolo'}, {'name': 'Q38', 'label_en': 'Italy'}]","['Q952', 'Q38']",[],[],2,1,False,False,True,True,en,,10,<ent> was the head coach of <ent> cf born?,False,False,False,False,0,0,0,0,12,keep_for_reconstruction,multi_answer|list_like
mintaka_train_f31def6d,mintaka,train,f31def6d,Where was the drummer from R.E.M. born?,"{'ar': 'أين وُلد قارع الطبول في فرقة آر إي إم؟', 'de': 'Wo ist der Schlagzeuger von R.E.M. geboren?', 'ja': 'R.E.M.のドラマーが生まれたのはどこですか？', 'hi': 'R.E.M. के ड्रमर का जन्म कहाँ हुआ था?', 'pt': 'Onde nasceu o baterista do R.E.M.?', 'es': '¿Dónde nació el baterista de R.E.M.?', 'it': 'Quando è nato il batterista dei R.E.M?', 'fr': 'Où est né le batteur de R.E.M. ?'}",music,multihop,multihop,"[{'name': 'Q134969', 'entity_type': 'entity', 'label': 'R.E.M.', 'mention': 'R.E.M.', 'span': [27, 33]}]",entity,list_like,"Duluth, Minnesota","[{'name': 'Q485708', 'label_en': 'Duluth', 'raw_label': {'en': 'Duluth', 'ar': 'دولوث', 'de': 'Duluth', 'es': 'Duluth', 'fr': 'Duluth', 'hi': 'डुलथ', 'it': 'Duluth', 'ja': 'ダルース', 'pt': 'Duluth'}}, {'name': 'Q1527', 'label_en': 'Minnesota', 'raw_label': {'en': 'Minnesota', 'ar': 'مينيسوتا', 'de': 'Minnesota', 'es': 'Minesota', 'fr': 'Minnesota', 'hi': 'मिनेसोटा', 'it': 'Minnesota', 'ja': 'ミネソタ州', 'pt': 'Minnesota'}}]","[{'name': 'Q485708', 'label_en': 'Duluth'}, {'name': 'Q1527', 'label_en': 'Minnesota'}]","['Q485708', 'Q1527']",[],[],2,1,False,False,True,True,en,,10,<ent> was the drummer from r.e.m. born?,False,False,False,False,0,0,0,0,12,keep_for_reconstruction,multi_answer|list_like
